bytes_sent,bytes_recv,duration,failed_auth,num_conns,hour,dst_port,protocol,country,encryption,hosts_affected,attack_type
1914,7102,45.0,2,5,19,HTTP,TCP,Other,TLS,0,Normal
2589,5058,5.8,1,5,1,HTTP,TCP,Domestic,SSL,0,Normal
193,507,2.0,1,17,1,SSH,TCP,EU,TLS,4,Brute_Force
792,101461,106.3,1,5,10,HTTPS,TCP,Other,TLS,16,Phishing
8095,86477,96.6,0,5,12,SSH,TCP,Domestic,None,4,Phishing
1125,260,3.0,4,14,12,SSH,TCP,Domestic,SSL,2,Brute_Force
9931,120,14.4,0,14,18,Other,UDP,Domestic,TLS,0,DoS
4474,3827,2.0,2,9,16,HTTPS,TCP,Domestic,SSL,2,Normal
28,563,16.1,2,10,18,HTTPS,TCP,EU,TLS,0,Normal
298,342,2.4,3,11,20,SSH,TCP,Domestic,SSL,7,Brute_Force
837,1277,19.5,6,13,19,SSH,TCP,EU,TLS,7,Brute_Force
6416,4384,28.6,0,7,0,HTTP,TCP,Domestic,TLS,0,Normal
2098,1521,5.6,1,7,17,HTTPS,TCP,EU,SSL,0,Normal
1794,184,74.0,1,8,4,SSH,TCP,Domestic,TLS,0,Normal
5623,539,254.4,0,6,13,RDP,UDP,EU,SSL,28,Ransomware
908,1418,38.6,2,8,23,HTTP,UDP,EU,TLS,0,Normal
16918,7,10.6,3,13,6,HTTP,ICMP,Other,None,17,DoS
4511,921,0.1,3,9,13,SSH,TCP,Domestic,TLS,0,Normal
2568,300,1.1,1,15,7,HTTP,TCP,Other,None,12,DoS
9228,2008,54.4,2,8,22,HTTPS,TCP,Domestic,SSL,29,Ransomware
220,6625,46.8,1,10,1,Other,TCP,Domestic,SSL,0,Normal
1779,13334,20.9,3,6,14,HTTP,TCP,Domestic,None,0,Normal
4339,6100,18.3,3,7,21,HTTP,UDP,Domestic,TLS,0,Normal
627,1080,0.7,6,14,15,RDP,TCP,Domestic,SSL,8,Brute_Force
3059,49417,0.3,1,3,16,RDP,UDP,EU,SSL,11,Phishing
1159,1539,22.2,3,16,0,SSH,TCP,Asia,TLS,11,Brute_Force
5898,3878,94.7,3,4,11,HTTPS,TCP,EU,TLS,18,Phishing
815,3172,186.4,2,9,10,RDP,TCP,Other,None,20,Ransomware
2124,283,0.2,3,11,3,HTTP,TCP,Domestic,TLS,0,Normal
29902,407,13.7,3,20,2,Other,UDP,Other,SSL,36,DoS
436,729,0.8,1,6,11,SSH,TCP,Other,SSL,0,Normal
317,169,45.6,2,7,4,SSH,TCP,Other,SSL,0,Normal
5136,1396,13.8,4,19,22,HTTPS,ICMP,Asia,None,16,DoS
464,1376,8.1,2,15,21,RDP,ICMP,Domestic,SSL,1,Brute_Force
347,14,11.4,2,13,19,SSH,ICMP,Other,SSL,4,Brute_Force
6254,1529,40.5,2,3,4,HTTPS,TCP,Domestic,SSL,0,Normal
10839,134,46.2,4,6,22,RDP,TCP,Domestic,None,20,Ransomware
1642,2909,73.1,0,6,8,Other,TCP,Domestic,TLS,0,Normal
3884,6454,26.5,0,4,17,HTTPS,TCP,Other,SSL,0,Phishing
1274,1421,10.2,0,10,22,HTTP,TCP,Domestic,SSL,0,Normal
788,3582,248.8,5,11,17,SSH,TCP,Asia,None,0,Ransomware
1383,1500,4.0,1,5,12,RDP,TCP,EU,SSL,0,Normal
3644,1838,13.7,1,9,4,Other,TCP,EU,TLS,0,Normal
20111,4728,75.0,2,10,14,Other,TCP,Domestic,None,17,Ransomware
2701,2135,9.6,2,8,18,HTTP,TCP,Domestic,None,0,Normal
1342,36439,49.1,2,8,10,SSH,TCP,Other,TLS,0,Normal
2221,4885,19.9,0,6,13,SSH,TCP,EU,SSL,0,Normal
13923,4263,50.0,4,5,5,SSH,TCP,Asia,None,37,Ransomware
3028,1433,6.9,0,9,1,HTTP,TCP,EU,SSL,0,Normal
2807,1067,9.6,2,6,7,SSH,UDP,Domestic,TLS,0,Normal
10193,4309,6.4,4,8,10,HTTPS,TCP,Domestic,SSL,0,Normal
252,9372,107.2,1,14,21,HTTP,TCP,Domestic,TLS,0,Normal
742,482,22.1,0,5,20,HTTP,TCP,Domestic,TLS,0,Normal
2935,2671,9.3,2,7,4,HTTPS,TCP,Domestic,SSL,0,Normal
395,130,5.5,1,18,2,Other,TCP,Asia,None,38,DoS
10361,806,1.5,0,15,19,HTTP,UDP,Domestic,None,25,DoS
1023,3558,4.3,0,4,1,HTTP,UDP,Domestic,TLS,0,Normal
3348,1530,188.5,5,7,10,SSH,TCP,Asia,None,0,Ransomware
8557,5921,171.0,1,3,15,HTTP,TCP,EU,TLS,12,Phishing
957,105848,41.1,1,2,10,HTTPS,TCP,Domestic,None,0,Phishing
47,1425,385.5,6,4,18,RDP,TCP,EU,TLS,20,Ransomware
3511,414,60.9,3,12,17,HTTPS,TCP,Asia,TLS,0,Normal
3003,572,6.0,2,6,18,Other,UDP,Asia,None,29,Ransomware
7474,1589,52.9,2,6,0,HTTP,TCP,Domestic,TLS,0,Normal
14213,19829,113.7,4,4,17,RDP,TCP,Domestic,SSL,44,Ransomware
5521,9927,47.4,1,3,2,Other,TCP,Asia,None,23,Ransomware
626,2138,3.3,1,2,16,HTTP,TCP,Domestic,TLS,0,Normal
28783,15535,302.0,6,8,19,RDP,TCP,EU,None,15,Ransomware
1452,4732,93.8,4,6,2,HTTPS,TCP,EU,TLS,0,Normal
2564,502,13.5,3,12,5,Other,TCP,Asia,TLS,0,Normal
100,10405,5.0,1,5,20,HTTPS,TCP,EU,SSL,0,Normal
5408,11418,308.7,0,6,4,HTTP,TCP,Asia,None,11,Ransomware
22753,214,3.2,2,13,0,Other,ICMP,Asia,TLS,29,DoS
60919,39,1.0,1,21,20,Other,UDP,Asia,None,32,DoS
6893,1730,124.8,3,4,12,RDP,TCP,Domestic,None,0,Normal
439,1032,9.5,3,3,11,HTTPS,TCP,Domestic,TLS,0,Normal
1538,1037,2.1,0,7,20,HTTP,TCP,Asia,SSL,0,Normal
5813,23395,19.0,1,12,15,Other,TCP,Domestic,None,0,Normal
3418,3790,22.4,3,5,19,SSH,TCP,Domestic,SSL,0,Normal
2327,16,19.8,1,17,20,RDP,TCP,Asia,TLS,5,Brute_Force
3486,156,1.2,2,18,4,SSH,ICMP,Domestic,None,28,DoS
2368,3614,99.0,1,8,7,HTTP,TCP,Other,SSL,0,Normal
39836,22654,36.0,2,9,19,HTTPS,UDP,Other,None,16,Ransomware
1765,1164,7.4,1,3,19,HTTPS,TCP,Domestic,TLS,0,Normal
2904,968,9.0,2,10,8,SSH,TCP,Domestic,None,0,Normal
546,2929,35.3,1,6,10,HTTPS,TCP,Domestic,TLS,4,Phishing
81,4359,29.4,1,7,17,HTTPS,UDP,Domestic,TLS,0,Normal
9334,35896,6.5,1,4,18,SSH,TCP,EU,None,12,Phishing
2502,1033,29.2,2,6,4,HTTP,TCP,Domestic,SSL,0,Normal
960,11620,34.4,1,9,7,SSH,TCP,Domestic,TLS,0,Normal
3073,261,9.5,6,13,23,SSH,TCP,EU,TLS,7,Brute_Force
5302,362,38.9,2,10,16,HTTP,TCP,Asia,SSL,0,DoS
1566,6343,19.2,6,8,14,Other,TCP,Domestic,TLS,0,Normal
1252,994,5.6,2,9,17,RDP,TCP,Other,SSL,5,Brute_Force
202,379,14.6,3,8,3,RDP,TCP,Domestic,SSL,0,Brute_Force
6411,33276,96.1,0,2,17,Other,TCP,Other,None,0,Phishing
22568,310,4.1,3,16,12,Other,ICMP,Other,SSL,23,DoS
3809,5700,27.4,2,8,9,HTTPS,TCP,Domestic,SSL,0,Normal
1698,560,7.6,0,12,20,HTTP,UDP,EU,TLS,0,Normal
4916,10350,29.9,0,12,16,HTTP,TCP,Domestic,SSL,0,Normal
429,968,12.4,2,10,22,SSH,TCP,Domestic,TLS,0,Brute_Force
2315,1950,64.2,4,12,21,SSH,TCP,Asia,SSL,6,Brute_Force
5305,7484,21.6,3,5,19,HTTPS,TCP,EU,TLS,0,Normal
687,214,5.6,1,10,8,SSH,UDP,Asia,TLS,1,Brute_Force
6087,2632,43.9,1,9,17,HTTPS,TCP,Domestic,TLS,0,Normal
155,3512,5.1,1,5,19,HTTP,TCP,Domestic,SSL,0,Normal
33869,1704,9.2,1,22,8,Other,ICMP,Asia,None,34,DoS
3575,4970,52.5,2,10,22,HTTP,TCP,Domestic,SSL,0,Normal
4193,1559,40.4,1,8,21,HTTPS,TCP,Domestic,SSL,0,Normal
221,1846,2.2,2,10,9,Other,TCP,EU,TLS,0,Normal
1287,1522,62.7,3,9,5,HTTPS,UDP,EU,TLS,0,Normal
26729,11782,264.3,5,9,18,HTTP,TCP,Domestic,SSL,26,Ransomware
2981,518,6.6,1,13,17,SSH,TCP,Domestic,SSL,0,Normal
6778,21264,89.6,1,7,18,HTTPS,TCP,Domestic,TLS,17,Phishing
6858,9567,0.1,2,4,12,SSH,TCP,Domestic,TLS,0,Normal
5699,382,15.8,3,8,13,Other,TCP,EU,TLS,0,Normal
8340,415,20.8,1,17,13,RDP,UDP,EU,None,24,DoS
6146,601,1.2,1,24,3,HTTP,TCP,Other,TLS,21,DoS
3814,4597,97.8,1,7,20,RDP,TCP,Domestic,SSL,0,Normal
3815,168,1.3,5,22,21,HTTPS,UDP,Other,TLS,0,DoS
9566,21,5.2,3,12,8,HTTP,TCP,Asia,None,9,DoS
935,200,19.4,0,18,23,Other,ICMP,Domestic,None,52,DoS
1423,582,2.5,5,9,4,SSH,TCP,Other,SSL,6,Brute_Force
2003,708,13.5,2,24,18,HTTP,TCP,Domestic,None,32,DoS
6329,6715,23.0,2,5,3,HTTP,TCP,Domestic,None,0,Normal
1332,2069,73.8,0,13,6,HTTPS,UDP,Domestic,SSL,0,Normal
1666,5395,8.4,0,12,7,Other,TCP,Domestic,TLS,0,Normal
25019,105980,59.2,0,3,17,HTTPS,TCP,Domestic,None,11,Phishing
10078,6350,349.1,2,11,16,RDP,TCP,EU,TLS,25,Ransomware
4951,1028,12.6,1,5,3,HTTP,TCP,Domestic,TLS,0,Normal
34502,225,2.0,2,22,6,HTTP,ICMP,Other,None,0,DoS
2612,4397,87.0,4,9,12,SSH,UDP,Domestic,TLS,0,Normal
7743,13729,18.2,2,10,5,HTTPS,TCP,Domestic,TLS,0,Normal
3790,1502,71.3,2,5,6,HTTPS,TCP,Domestic,None,0,Normal
3761,4923,9.4,1,11,18,HTTPS,TCP,Domestic,TLS,0,Normal
2074,1602,1.8,4,11,2,SSH,TCP,Asia,SSL,5,Brute_Force
1069,4976,9.5,0,5,6,HTTPS,TCP,EU,SSL,0,Normal
1379,106,11.5,8,17,21,RDP,TCP,EU,SSL,5,Brute_Force
2052,150,6.4,5,7,0,HTTP,TCP,Domestic,TLS,5,Brute_Force
984,265,23.8,1,18,12,HTTPS,TCP,EU,SSL,9,Brute_Force
918,19961,175.2,1,3,10,Other,TCP,Asia,SSL,13,Phishing
5305,6728,184.1,1,6,1,HTTP,TCP,EU,TLS,0,Normal
1334,6048,20.6,2,10,4,HTTPS,TCP,Domestic,SSL,0,Normal
1167,5806,4.7,4,4,10,HTTPS,UDP,Domestic,SSL,0,Normal
902,225,160.4,1,12,18,RDP,TCP,Domestic,TLS,0,Normal
6020,2169,7.2,0,6,17,HTTPS,UDP,Domestic,SSL,0,Normal
9307,4069,140.5,1,6,6,HTTP,UDP,Domestic,SSL,0,Normal
5519,259,14.1,1,17,14,Other,UDP,EU,SSL,26,DoS
2657,35808,34.1,0,3,11,HTTP,TCP,Domestic,TLS,16,Phishing
20053,951,69.1,5,1,7,HTTP,TCP,Other,TLS,9,Ransomware
9640,1273,65.7,1,7,15,HTTP,UDP,Domestic,TLS,0,Normal
1627,1313,16.3,4,15,7,SSH,TCP,Domestic,None,1,Brute_Force
201,204,11.1,3,9,9,RDP,TCP,Asia,SSL,0,Brute_Force
178,4926,32.5,0,11,2,SSH,TCP,Domestic,TLS,0,Normal
1629,6914,4.7,1,4,9,Other,TCP,EU,TLS,0,Normal
2322,3553,453.2,2,6,5,RDP,TCP,Other,None,0,Ransomware
264,1662,39.3,0,5,14,HTTP,UDP,Domestic,None,0,Normal
14358,1794,13.2,0,15,12,HTTP,TCP,EU,None,23,DoS
310,10774,68.8,1,6,11,HTTP,TCP,Domestic,TLS,0,Normal
2291,6896,45.0,1,3,8,HTTP,ICMP,Domestic,SSL,0,Normal
5159,3728,5.5,0,10,20,Other,ICMP,Asia,None,0,Normal
28083,17726,265.7,2,9,5,RDP,TCP,Other,TLS,0,Ransomware
15640,6098,217.0,3,6,13,HTTP,TCP,Other,None,12,Ransomware
6530,478,5.0,1,11,5,HTTPS,TCP,Domestic,SSL,0,Normal
5589,4781,41.4,3,2,2,SSH,TCP,Domestic,TLS,0,Normal
14550,3235,143.5,1,5,1,RDP,TCP,Other,None,7,Ransomware
23744,384,15.1,1,15,8,RDP,UDP,Asia,SSL,50,DoS
3266,5634,16.2,2,7,5,HTTP,TCP,EU,SSL,0,Normal
1763,19812,20.1,1,4,20,SSH,TCP,Asia,TLS,0,Normal
919,2750,123.6,0,7,3,HTTPS,TCP,Domestic,TLS,2,Normal
346,136,24.7,2,6,2,SSH,TCP,Other,TLS,0,Brute_Force
4668,4303,7.3,2,4,16,HTTP,TCP,Other,SSL,0,Normal
55,13374,27.5,3,6,22,HTTP,TCP,Domestic,SSL,0,Normal
4859,6151,30.1,2,9,10,HTTPS,TCP,Domestic,TLS,0,Normal
4943,5412,18.8,1,7,15,HTTPS,TCP,Domestic,TLS,0,Normal
4845,12472,46.3,3,11,23,HTTPS,UDP,EU,TLS,0,Normal
5108,3917,36.9,1,4,7,HTTP,TCP,Domestic,TLS,0,Normal
833,5829,120.0,1,11,11,SSH,UDP,Domestic,SSL,0,Normal
5716,376,82.3,3,8,10,SSH,ICMP,Domestic,TLS,0,Normal
689,13538,51.2,0,9,14,HTTPS,TCP,Domestic,TLS,0,Normal
14956,10449,455.1,1,8,12,RDP,TCP,Domestic,None,16,Ransomware
820,803,36.0,2,3,3,RDP,TCP,Domestic,SSL,0,Normal
89,453,46.1,1,7,19,RDP,TCP,Domestic,SSL,5,Brute_Force
9320,922,0.3,4,16,18,SSH,UDP,Other,SSL,20,DoS
22027,19434,141.7,2,6,15,SSH,TCP,Domestic,None,21,Ransomware
8049,15405,19.4,2,6,2,Other,TCP,Domestic,TLS,0,Normal
6074,5159,13.8,2,7,11,SSH,TCP,Domestic,None,0,Normal
34882,2248,1.7,2,16,9,Other,UDP,Other,SSL,22,DoS
9115,3201,2.9,1,9,22,HTTPS,TCP,Domestic,TLS,0,Normal
8199,10519,75.6,5,13,9,RDP,TCP,Other,None,30,Ransomware
759,1341,4.9,3,12,6,RDP,TCP,Domestic,TLS,7,Brute_Force
1286,3057,48.1,0,9,2,HTTP,TCP,Asia,None,0,Normal
708,735,93.9,2,4,18,HTTPS,TCP,Domestic,TLS,0,Normal
6557,15305,132.7,3,7,9,Other,UDP,Domestic,None,0,Normal
6218,20751,88.4,1,10,8,HTTPS,TCP,Domestic,None,0,Normal
3900,114742,27.3,2,3,10,SSH,TCP,EU,None,15,Phishing
13454,5358,15.0,2,1,15,RDP,TCP,Other,None,22,Ransomware
3605,314,47.4,0,9,17,RDP,TCP,EU,SSL,0,Normal
421,892,20.5,1,10,15,HTTPS,TCP,Domestic,SSL,13,Brute_Force
998,2219,30.5,1,6,2,SSH,UDP,EU,TLS,0,Normal
3964,849,16.9,2,10,22,SSH,TCP,Asia,SSL,6,Brute_Force
1068,5980,22.9,3,12,7,RDP,UDP,EU,TLS,0,Normal
9719,8356,4.0,3,7,14,HTTPS,TCP,EU,SSL,0,Normal
273,1552,18.9,3,12,5,HTTPS,TCP,EU,SSL,0,Normal
3551,8933,38.8,1,11,7,SSH,TCP,Domestic,TLS,0,Normal
8692,1742,0.4,3,21,15,Other,UDP,Domestic,None,50,DoS
7608,112838,76.9,0,3,14,HTTPS,TCP,EU,TLS,23,Phishing
19514,744,56.9,3,4,5,SSH,TCP,EU,None,0,Ransomware
1732,6422,25.9,1,14,12,HTTPS,TCP,Domestic,SSL,0,Normal
3344,538,22.8,0,9,17,HTTP,UDP,Domestic,SSL,0,Normal
3976,17427,17.1,3,12,9,HTTPS,UDP,EU,SSL,0,Normal
377,182,12.5,0,8,9,SSH,TCP,EU,SSL,0,Normal
1419,1202,61.2,0,2,3,SSH,TCP,Domestic,TLS,0,Normal
3346,2,0.1,2,19,14,HTTP,TCP,Domestic,SSL,31,DoS
810,9806,10.1,0,6,7,SSH,TCP,Domestic,TLS,1,Normal
910,4333,294.5,0,9,21,RDP,TCP,Domestic,None,0,Normal
4243,2118,15.5,1,5,12,HTTP,UDP,Other,TLS,0,Normal
1764,8122,99.8,2,9,13,HTTP,TCP,Domestic,SSL,0,Normal
23869,3053,10.9,0,11,15,SSH,TCP,Domestic,SSL,26,Ransomware
5498,3696,73.8,2,4,23,RDP,TCP,Domestic,SSL,0,Normal
1759,1352,1.3,0,14,6,HTTPS,TCP,Domestic,SSL,0,Normal
4543,107306,11.6,1,5,13,HTTP,TCP,Domestic,SSL,10,Phishing
10337,17753,11.1,2,3,13,HTTPS,TCP,Other,TLS,22,Phishing
3111,100536,30.6,0,3,7,HTTP,TCP,Other,None,21,Phishing
1511,100,12.6,1,8,12,Other,TCP,EU,None,0,Brute_Force
7600,8725,5.0,1,8,12,HTTPS,TCP,Asia,SSL,0,Normal
4113,562,1.7,2,18,8,HTTP,UDP,EU,SSL,21,DoS
3198,2674,2.9,2,8,10,Other,TCP,Asia,TLS,0,Normal
15144,3745,13.5,1,11,12,HTTP,TCP,Domestic,SSL,0,Normal
3234,165,3.2,2,11,17,SSH,TCP,Domestic,TLS,6,Brute_Force
2998,1624,41.3,0,12,19,HTTP,TCP,Domestic,SSL,0,Normal
11039,386,101.3,4,7,19,HTTP,UDP,Domestic,TLS,0,Normal
7137,12850,16.3,1,7,14,HTTP,TCP,Domestic,None,16,Phishing
1133,13322,59.4,0,12,1,RDP,UDP,Asia,SSL,2,Normal
3690,1547,22.5,2,8,16,HTTPS,TCP,EU,None,0,Normal
3347,317,27.9,1,9,21,HTTP,TCP,EU,SSL,0,Normal
785,6400,13.9,1,6,18,HTTP,TCP,Asia,SSL,0,Normal
373,219,3.9,1,20,12,Other,UDP,Domestic,None,10,DoS
306,2798,23.3,0,8,21,HTTPS,TCP,Asia,SSL,0,Normal
3018,4875,77.9,0,5,16,HTTPS,TCP,Domestic,TLS,16,Phishing
154,28687,69.3,0,4,10,HTTPS,TCP,EU,TLS,7,Phishing
2300,6060,43.1,4,11,15,SSH,UDP,Domestic,SSL,0,Normal
788,12497,58.5,0,4,13,HTTP,TCP,Domestic,TLS,9,Phishing
116,3007,20.3,4,7,23,HTTPS,TCP,Domestic,None,0,Normal
320,362,11.5,1,5,7,HTTPS,UDP,Domestic,TLS,0,Normal
10801,3396,29.2,1,12,1,HTTPS,TCP,Domestic,TLS,0,Normal
4783,36745,4.4,1,5,18,HTTP,TCP,Domestic,TLS,14,Phishing
2867,2535,24.2,3,5,1,HTTPS,UDP,Domestic,TLS,0,Normal
9072,9352,37.0,3,14,19,RDP,TCP,Domestic,TLS,1,Normal
16291,591,24.3,2,7,11,HTTPS,TCP,Asia,TLS,0,Normal
1443,745,31.7,6,13,14,SSH,TCP,Domestic,SSL,0,Brute_Force
968,1846,11.2,4,11,11,HTTP,TCP,Domestic,SSL,0,Normal
1568,838,1.1,3,16,16,SSH,ICMP,Asia,None,5,Brute_Force
2101,15120,64.5,2,9,5,HTTP,UDP,Domestic,None,0,Normal
5479,306,109.4,5,13,9,SSH,TCP,Other,TLS,5,Brute_Force
16485,12319,23.7,4,9,4,SSH,TCP,Asia,TLS,0,Ransomware
144,539,44.5,0,6,22,HTTP,TCP,Domestic,None,0,Normal
11961,4194,5.5,0,10,4,HTTPS,TCP,Other,None,0,Normal
336,3574,21.0,1,6,22,HTTP,TCP,Domestic,SSL,0,Normal
3810,1272,74.8,2,8,20,HTTP,TCP,Asia,SSL,0,Normal
2853,6791,247.8,1,7,22,HTTP,UDP,Domestic,SSL,0,Normal
3013,159,2.7,1,6,23,Other,UDP,EU,TLS,0,Normal
8938,236,6.8,1,13,4,HTTPS,ICMP,Asia,SSL,41,DoS
927,410,88.0,1,2,19,Other,TCP,Asia,TLS,0,Normal
2015,687,11.1,3,8,8,RDP,UDP,Other,TLS,0,Normal
7631,1190,237.5,1,9,12,HTTPS,TCP,EU,SSL,11,Ransomware
13679,136,151.8,2,5,23,RDP,TCP,Domestic,None,29,Ransomware
3019,498,36.4,3,6,11,HTTPS,UDP,EU,SSL,0,Normal
8093,7351,0.1,2,10,16,HTTP,TCP,Other,TLS,0,Normal
2900,411,15.6,0,15,10,HTTPS,TCP,Domestic,TLS,6,Brute_Force
141,4301,40.2,2,9,20,HTTP,TCP,EU,SSL,2,Normal
1692,5399,46.7,1,11,14,HTTP,TCP,EU,TLS,0,Normal
17289,1796,9.3,2,18,3,HTTP,TCP,Domestic,None,23,DoS
403,4904,81.8,1,11,14,HTTPS,UDP,Domestic,None,0,Normal
149,4107,12.0,2,3,4,HTTP,TCP,EU,TLS,0,Normal
20,5261,141.6,0,12,9,RDP,TCP,Domestic,SSL,0,Normal
6773,55,5.0,3,17,21,Other,UDP,Asia,None,0,DoS
8881,18,35.6,0,11,8,RDP,TCP,EU,TLS,0,Normal
1978,4982,97.5,2,9,21,HTTP,ICMP,EU,SSL,0,Normal
696,638,20.4,0,7,15,HTTPS,UDP,Domestic,SSL,0,Normal
340,269,27.2,0,12,3,HTTP,TCP,Domestic,TLS,0,Normal
2300,2892,20.4,1,9,20,HTTP,TCP,EU,SSL,0,Normal
837,5314,32.9,1,11,16,Other,UDP,Domestic,SSL,0,Normal
12095,3581,11.7,1,8,6,HTTP,TCP,Domestic,SSL,0,Normal
7355,62,9.5,1,9,4,HTTPS,TCP,Domestic,SSL,0,Normal
1028,961,35.4,5,16,19,HTTP,TCP,EU,None,11,Brute_Force
4550,3986,7.2,1,5,14,HTTPS,TCP,Domestic,TLS,0,Normal
2896,32,6.3,2,9,2,HTTPS,UDP,EU,TLS,0,Normal
8873,15641,8.0,0,6,14,HTTPS,TCP,Domestic,TLS,13,Phishing
1009,4152,10.3,0,9,6,HTTPS,UDP,EU,None,0,Normal
30771,8278,64.0,5,9,18,HTTPS,TCP,Asia,None,0,Ransomware
1017,4335,11.4,3,3,2,HTTPS,TCP,Asia,SSL,0,Normal
20404,984,7.9,1,18,15,HTTPS,ICMP,Other,None,0,DoS
3022,1874,46.7,1,10,19,Other,TCP,EU,TLS,0,Normal
5149,9181,60.1,0,11,6,HTTPS,UDP,Domestic,None,0,Normal
1450,518,62.7,2,5,2,HTTP,UDP,Asia,SSL,0,Normal
572,3829,48.2,1,10,22,HTTP,TCP,Other,TLS,0,Normal
6369,10822,115.9,0,3,11,HTTP,UDP,Domestic,SSL,12,Phishing
3394,16208,1.4,3,11,3,Other,ICMP,Domestic,SSL,0,Normal
840,104,1.7,3,15,19,SSH,TCP,Domestic,SSL,2,Brute_Force
5153,3599,11.9,2,13,19,HTTPS,TCP,Asia,TLS,0,Normal
13952,11652,375.0,2,5,9,HTTP,TCP,Asia,TLS,11,Ransomware
2354,108723,0.9,0,6,19,Other,TCP,Domestic,None,18,Phishing
2963,135,0.3,1,20,23,RDP,TCP,Domestic,SSL,7,Brute_Force
2799,5351,14.1,1,15,12,RDP,TCP,EU,SSL,0,Normal
7988,1002,6.3,2,21,14,Other,UDP,EU,None,33,DoS
3722,608,1.7,1,6,2,Other,TCP,Domestic,None,0,Normal
1515,6071,11.8,3,6,22,HTTPS,TCP,Domestic,TLS,0,Normal
7097,11339,38.8,3,7,14,HTTP,TCP,EU,SSL,0,Normal
639,20279,25.4,2,7,20,HTTPS,TCP,EU,SSL,0,Normal
3772,2286,66.9,2,10,2,HTTP,TCP,Domestic,TLS,0,Normal
470,1563,31.9,1,11,14,Other,UDP,Domestic,TLS,0,Normal
3342,223,21.8,4,15,6,HTTP,TCP,Other,SSL,2,Brute_Force
15,4334,5.3,1,6,9,HTTPS,ICMP,Domestic,SSL,0,Normal
1328,13370,4.5,1,7,23,HTTPS,UDP,Domestic,SSL,0,Normal
22716,26102,74.1,1,3,11,RDP,TCP,Asia,None,8,Phishing
3941,46652,18.2,0,4,13,HTTP,TCP,Domestic,TLS,13,Phishing
5038,965,3.7,1,8,21,SSH,TCP,Domestic,None,8,Brute_Force
2872,2163,8.9,2,11,3,HTTP,UDP,Domestic,SSL,0,Normal
1163,11715,25.2,6,12,2,HTTP,TCP,Domestic,TLS,0,Normal
388,2487,68.5,2,6,18,RDP,TCP,Domestic,TLS,0,Normal
750,25969,28.0,1,7,21,Other,TCP,EU,SSL,0,Normal
1077,4539,29.5,0,13,14,HTTP,UDP,Domestic,None,0,Normal
37,408,13.4,4,13,1,Other,TCP,Domestic,SSL,4,Brute_Force
426,1890,15.7,2,14,13,RDP,TCP,Domestic,TLS,0,Brute_Force
2795,48970,2.2,2,1,11,HTTP,TCP,Other,TLS,8,Phishing
1756,2249,15.7,1,11,3,Other,TCP,EU,SSL,5,Brute_Force
2144,1073,129.5,1,13,23,SSH,TCP,Other,SSL,0,Normal
498,38388,114.7,1,1,9,HTTPS,TCP,EU,TLS,14,Phishing
2956,6674,28.5,0,11,12,HTTP,UDP,Domestic,TLS,0,Normal
3170,996,81.5,3,9,22,HTTP,UDP,Domestic,TLS,0,Normal
74795,15217,62.8,5,9,8,RDP,TCP,Asia,None,18,Ransomware
11629,1269,5.2,2,24,1,HTTP,ICMP,Other,None,0,DoS
6454,481,4.9,1,20,20,SSH,ICMP,Asia,None,0,DoS
2494,1711,88.6,1,7,2,HTTP,TCP,Asia,TLS,0,Normal
14136,522,4.6,5,17,1,Other,UDP,Asia,None,25,DoS
11382,1089,7.2,1,16,0,HTTPS,TCP,Domestic,TLS,0,Normal
2507,4630,120.7,1,14,16,HTTPS,TCP,Domestic,SSL,0,Normal
1961,8607,4.6,2,15,17,HTTPS,TCP,Domestic,TLS,0,Normal
1130,3593,13.9,2,11,22,HTTPS,TCP,Domestic,SSL,2,Normal
19635,12666,78.8,5,7,11,HTTPS,TCP,Other,None,26,Ransomware
11905,959,28.1,2,12,11,HTTPS,TCP,Asia,TLS,0,Normal
3751,3172,13.0,0,12,15,HTTP,TCP,Domestic,TLS,0,Normal
1182,9122,24.5,1,7,1,HTTPS,TCP,Domestic,TLS,0,Normal
2987,7716,9.2,3,7,7,HTTPS,UDP,Asia,SSL,0,Normal
662,3279,55.7,1,7,20,RDP,UDP,Domestic,None,0,Normal
1896,9018,31.9,2,7,17,HTTPS,TCP,EU,TLS,0,Normal
1821,72,9.5,3,13,6,HTTP,TCP,EU,TLS,5,Brute_Force
424,10167,36.2,3,8,14,Other,UDP,EU,TLS,0,Normal
15660,28204,10.6,1,12,9,HTTPS,TCP,Domestic,TLS,0,Normal
2942,92,77.2,5,6,6,SSH,ICMP,Domestic,None,0,Normal
7401,201,125.6,0,5,8,HTTP,TCP,Domestic,SSL,0,Normal
3298,8502,35.1,4,10,6,HTTPS,TCP,Domestic,TLS,0,Normal
13622,1749,89.2,1,3,9,HTTP,TCP,Other,SSL,0,Phishing
12199,8209,12.2,2,8,16,SSH,TCP,EU,SSL,0,Normal
185,3999,48.4,0,7,10,SSH,TCP,Domestic,TLS,0,Normal
16838,774,2.6,1,22,14,HTTPS,UDP,Other,None,25,DoS
4135,7754,32.6,0,7,21,Other,TCP,Domestic,SSL,0,Normal
490,434,8.0,3,6,9,SSH,TCP,Domestic,None,5,Brute_Force
381,602,0.1,1,8,20,HTTPS,TCP,Domestic,SSL,0,Normal
2199,3065,67.8,3,8,7,HTTPS,TCP,EU,SSL,0,Normal
