text	label
windows installation request friday win hi please help installing thanks	Administrative rights
outlook issue sent tuesday july issue hi need your help dear back after weeks holidays unable access mails window please enter your password constantly appearing thank you for your help best regards manager can you please check raise ticket for thank you kind regards defect manager	Administrative rights
need to install install hello purposes install please let how install regards software engineer blvd floor district	Administrative rights
what setting can change ms outlook to impeach it asking for domain pass details each morning wednesday setting change impeach asking pass details each morning thanks job specialist	Administrative rights
en wednesday july upgrade has assigned hello please regarding upgrade subject thank engineer ext july re upgrade has assigned hi module upgrade inform him thanks lot effort br wednesday july re upgrade has assigned hi want inform module left which means probably assign happened because had instead spending modules spent additional module by originally reported uses which has please let decision whom allocate module thanks engineer ext upgrade has assigned hi got part memories arrived opening installing memories br tuesday pm re upgrade has assigned hello since has opened which includes modules whole proceed closing separate tickets installation logged receive memories supplier thank engineer ext re upgrade has assigned hello proceed procedure modules let receive modules bring installation thank engineer ext upgrade has assigned hello please advised record number has assigned please review details take appropriate action reference number details requested location kale building summary upgrade additional comments requirements upgrade hi upgrade additional member myself please proceed thanks tuesday upgrade hello teams upgrades lap tops additional order perform related testing please organize upgrade thanks assign reference assignment summary location kale building please link kind regards ref msg	Administrative rights
upgrade final report tuesday march pm upgrade final report hello please provide report similar gave back november order determine how assets solution updated thank november upgrade final report hello please informed finished process upgrading version solution users assets results total assets upgrade assets represent upgraded assets upgraded status assigned status disposal growth etc users assets status assigned disposal growth etc regards technician	Administrative rights
outlook not working for access yesterday had issues using over attempt solve problem had try repair ever since then does work appears for deleted for some reason access very important work sales primary means connecting with potential clients	Administrative rights
issues sent friday october re issues issue related cable for kind regards sent friday october issues importance high hi guys th floor advising having intermittent issues can be investigated urgently regards manager registered under number whose registered old broad street kingdom does provide any clients each subsidiaries separate entity	Administrative rights
apple settings for outlook apple hello please instructions how receive apple running thanks	Administrative rights
win installation re forced upgrade hi tried upgrade software center show update available updates available disk free disk other order win update package regards senior engineer wednesday december pm forced upgrade importance high hello everyone upgraded workstation thanking receptive disregard months received announcements advising apply upgrade coming back announce asking understand upgrading mandatory possibility upgrade by kindly asking give action take more than minutes apply upgrade please announcement attached file after proceed upgrade forced upgrade procedure offices means upgrade process automatically workstation stop process advise press button stop process avoid loss important note please understand responsibility backup files dependency remain version please notify asap workstation having less than free how please require assistance please article kb view article kb subscription store files please make files completely synchronized unlinking subscription please kb more kb view article kb forced upgrade procedure physically connected wired experience issues during upgrade process please thank kind regards ext	Administrative rights
virtual machine snapshot and restore request virtual machine snapshot restore hello having snapshot taken due update os backup upgrade fails way name engineering lead	Administrative rights
users infected with virus reported infected with virus	Administrative rights
outlook configuration configuration hello please log call assign queue under for helping reconfigure thank you best regards senior engineer en	Administrative rights
assistance with software assistance software hello please assign she required assistance providing enter where app hosted which required test functionalities features thank engineer ext	Administrative rights
outlook error message sent monday error message hello need your assistance with error message got when use please below can you please advise what means what need fix thank you infrastructure manager	Administrative rights
upgrade to windows for november pm upgrade hi please assist upgrade workstation his currently working requires working docker containers environment working expected after days investigations troubleshooting side recommended members setup environment attached thread reference please assist upgrade process urgent since due these technical impediments entire deliver expecting thanks	Administrative rights
hardware upgrade virtual environment access request thursday july hardware upgrade virtual environment hello currently doing exercise personal studying few containers which getting more more popular industry docker deploying environments etc helpful hands tests better grasp these concepts unfortunately lack environment workload possible hardware upgrade virtual environment where run test bare minimum upgrade additional optimal hardware contain also cpu storage upgrades please let options available thank	Administrative rights
windows upgrade upgrade hello everyone precursor win update tried back drive instructed received error stating insufficient limit how much store thanks content	Administrative rights
move project from to move hi move date instance client instance order saved administrators side thank agile	Administrative rights
windows activation wednesday october activation hello please log assign appropriate activating operating more please let thank engineer ext	Administrative rights
windows upgrade assistance upgrade sufficient upgrade cum pot upgrade	Administrative rights
need full version of acrobat installing on test laptop version acrobat installing test	Administrative rights
internal audit forbidden software friday march pm forbidden software hi checked report forbidden software march please find report looks colleagues having games based file sharing file store clients installed assets please reminder ask these forbidden please keep mind has thanks	Administrative rights
upgrade wednesday october re upgrade hello best endpoint agent available software waiting thanks	Administrative rights
issues friday issues friday hi guys please raise investigate thanks sent friday october issues friday hi have call morning encountered some issues second delay audio with person sitting next audio being dropped words sentence being transmitted participant losing audio entirely enough info investigate regards ext mob en glee your zone	Administrative rights
windows upgrade upgrade hello sa upgrade la data engineer	Administrative rights
cannot connect outlook to mailbox re cannot connect mailbox dear checked with replied problem side we think should investigate thank you kind regards infrastructure manager ext sent tuesday cannot connect mailbox hello for few months after reinstall have unable connect laptop server order add mailbox error cannot find server could you please investigate what preventing connecting note have able past connect using these instructions here thank you agile en	Administrative rights
upgrade users notification upgrade users hi going upgrade application sonar users users ad groups version upgrade dear colleagues upgrading application version saturday december mean application accessible version changes sp sonar available more valid sonar were sp sonar starting valid change affect please consider updating configuration files order avoid issues deep code analysis flow analysis detects hard find bugs reduces false positives learn more complexity highlights methods require learn more multiple issue locations highlights statements involved issues learn more issue backdating activating rules break gates anymore learn more file move file move rename detected during analysis learn more typescript highly demanded code analyzers available learn more greater insights shows matters important metrics highlights metrics code shows status gate learn more measures improved measure more visualizations enhanced usability overview graphs added allow quickly identify risks learn more activity charts show changes over allow zoom history understand pinpoint changes learn more search provides ability search by multiple terms provides faster more relevant results learn more permissions profiles manage rights every profile learn more integrated robust status gates automatically enabling break pipelines custom build release learn more please hesitate note wish notified planned works please accept invitation attached good how warm regards concerns please let thank senior engineer	Administrative rights
for not opening contacted saying for open	Administrative rights
project software installation wednesday pm software installation hi kind install computer give location sn registration thanks best regards senior infrastructure engineer infrastructure	Administrative rights
outlook send receive error send receive error hey when trying update files manually because automatically way working properly receiving error could you please help thank you	Administrative rights
windows upgrade insufficient drive disk space drive disk space hi have had response forced installs due start friday last week with client th th dec need some input what can free space before forced install machine becomes unusable since last message space reduced available thanks sent november drive disk space hi have moved files can move drive machine documents downloads folder drive but only have space after moving files required regards en	Administrative rights
outlook problem sent monday november problem hi please be informed today have problem with can receive mails open older one etc please take issue with high priority thanks regards	Administrative rights
internal audit forbidden software forbidden software hi checked report forbidden software november looks colleagues having games based file sharing file store clients installed assets please find please reminder ask these forbidden growth assets please status user location software product name assigned assigned legends growth counter strike offensive growth warcraft growth legends assigned assigned battle assigned counter strike offensive assigned battle assigned counter strike thanks	Administrative rights
july vulnerability scan results upgrade apache version sent thursday re july vulnerability results hi can you raise tickets each following potentially high severity vulnerabilities ask appropriate teams arrange install appropriate patches or configuration changes please location address port vulnerability recommended fix update for server check install patch computers were supposed have had update installed why these still multiple vulnerabilities remote host server message block enabled therefore by multiple vulnerabilities apply applicable update for your version server kb kb server kb server kb kb server kb kb version kb version kb version kb server kb vulnerabilities server could allow remote code execution check released set patches for bulletin server crafted request handling remote code execution check released set patches for vista bulletin vulnerabilities remote code execution check released set patches for vista server unsupported installation detection unsupported version detection upgrade versions server currently supported unsupported version detection upgrade version currently supported others vulnerability could allow remote code execution check install patch library vulnerability could allow remote code execution check released set patches for vista host unsupported version detection upgrade version currently supported currently preferably with latest patches installed host multiple vulnerabilities update with latest patches host multiple vulnerabilities update with latest patches host unix operating unsupported version detection release ended upgrade or another version unix supported receiving updates for bugs multiple vulnerabilities operations center upgrade version or later version or later or version or later or operations center version also advisory advisory stable host dependent multiple vulnerabilities multiple vulnerabilities running unsupported version upgrade version or or later also apache multiple vulnerabilities upgrade apache version or later preferably update least including update installs also apache tomcat multiple vulnerabilities bundled update apache tomcat version or later also bug id host unix operating unsupported version detection older than upgrade version unix operating currently supported or later also tower agent port upgrade agent version or later use unidirectional agent communication also groovy script remote code execution vulnerability upgrade version or later or disable scripting server unauthenticated access restrict access port by using command if client server facility used disable entirely type enforcement failure remote authentication bypass if using upgrade free edition personal edition edition or later if using upgrade version or later also server unauthenticated access disable authentication type various multiple vulnerabilities update latest supported version or versions out should be used or your operating vendor server channel use after free remote code execution upgrade or later also misc ca bypass upgrade or later alternatively vulnerability can be mitigated some distributions by disabling keyboard interactive authentication method can be done red hat by setting etc configuration file restarting though breaks password authentication also share mountable was able access sensitive information remote shares without having root privileges configure remote host only authorized hosts can mount remote shares remote server should prevent mount requests originating non privileged port agent default community names disable remote host if you use especially write filter incoming packets going port anyway change default community string default credentials root password root either remove accounts or change password server unprotected by password authentication enable directive conf configuration file default was able log here list databases remote host log into host set password for any accounts using alter command addition configure by editing file conf require password or authentication for remote hosts have legitimate access require password locally using line password accessible without credentials refer guide for information restricting access display securing listener remote poisoning apply advisory also alert for kind regards information compliance officer extension or	Administrative rights
fiddler issues amp related fiddler issues hi since transition when start traffic stops tried re installing case please advise software architect ext	Administrative rights
windows upgrade upgrade dear colleagues finally managed obtain more than partition but cannot find possibility trigger upgrade win maybe late response since was informed few weeks ago about upgrade request please advise thanks best rare tester ext sent tuesday october upgrade hello if you already upgraded your os please ignore also if you member teams please apply upgrade yet thank you you receiving because we approaching scheduled for forced upgrade assets migrated yet before performing upgrade your please document found here carefully attention screen below please contact or should you require any further assistance best regards ext	Administrative rights
windows list request hello announcement users wave upgrade please create called wave users under treat priority please	Administrative rights
unable to use after update to windows os unable use after update os	Administrative rights
re notification oracle fusion post upgrade issues resolved re notification fusion post upgrade issues resolved hi there still cannot access for week date thursday notification fusion post upgrade issues resolved hello everyone please be advised previously reported issues related work schedule fixed you should be able submit your timecards if you were experience further issues please hesitate contact kind regards ext sent monday notification fusion post upgrade issues importance high hello everyone please be advised following fusion upgrade release some you experiencing errors related logging into application timecard work schedule we currently working resolve these issues we update you any relevant information available we apologize for any have caused thank you for your understanding kind regards id image ext	Administrative rights
remove assets from assets hello please make assets please thank application engineer ext	Administrative rights
outlook problem sent july problem hi have issue with into app says please enter your password when tried was successful can you please solve thanks	Administrative rights
outlook issues original message sent tuesday november laptop issues today working can someone help fix sent	Administrative rights
install tuesday february pm install hello installed pc kindly thanks analyst extension	Administrative rights
quarantine issues sent wednesday february you have hi there lot here be quarantined can you send over instructions how avoid having them sent tuesday february you have dear you have month top vacancies bounce bounce newsletter kb celebrating years trailblazing newsletter kb tip harvard review bounce mkt newsletter kb newsletter newsletter kb frontiers customer engagement digital experience we you attend newsletter kb updates community yammer newsletter kb yammer we re testing editing yammer posts bounce feedback newsletter kb updates data practice other groups yammer newsletter kb getting real value customer journey mapping newsletter kb celebrating years trailblazing bb newsletter kb learning employees about your customers bounce bounce newsletter kb why customer retention newsletter kb school experience newsletter kb tip harvard review bounce mkt newsletter kb digital march th baker volkswagen coming you ad newsletter kb daily alert harvard review bounce mkt newsletter kb updates other groups yammer newsletter kb daily alert harvard review bounce mkt newsletter kb bird rates available newsletter kb trusted kb daily alert harvard review bounce mkt newsletter kb newsletter root newsletter kb tip harvard review bounce mkt newsletter kb oxford sa marketing we need your questions newsletter kb newsletter kb be deleted automatically after days you can change frequency these within your portal log	Administrative rights
win install issues win install dear please log assign fixing issues her installing thank kind regards engineer	Administrative rights
poll issues not showing real status of re multiple polls down edge hello bogota confirmed wireless up running please raise separate ticket fix polls issues report real status thank you manager	Administrative rights
help with outlook app thanks north date thursday re app only apple allowed others turned off for senior engineer ext cell upcoming days off phone number date thursday re app ah sorry what about app same allowed north date thursday re app you forgot thread take care ticket app allowed you be able use or connect thanks senior engineer ext cell upcoming days off phone number date thursday re app yeah app also one question tick server requires encrypted connection north date thursday re app senior engineer ext cell upcoming days off phone number date thursday app hey trying set up app but credentials working what should put under settings for server domain thanks north	Administrative rights
problem with windows upgrade problem with upgrade hi seems available for device you can attached image thanks	Administrative rights
please install windows on working station friday february pm please install working station hello given issues os morning please install thank friday february pm unable view profile hello os profile working station needs diagnose done thank	Administrative rights
issue with outlook sent friday november issue with hi guys assisted morning with issue please log ticket assign him for closure thanks regards manager	Administrative rights
july vulnerability scan results unix os unsupported re july vulnerability results unix os unsupported hi apologies looks like failed copy info over output files fact there were two such servers found flavour location address port vulnerability recommended fix host unix operating unsupported version detection ended upgrade or another version unix supported receiving updates for bugs host unix operating unsupported version detection ended upgrade or another version unix supported receiving updates for bugs kind regards	Administrative rights
outlook issue issue pattern browser master	Administrative rights
upgrade issue wednesday re upgrade hello tried apply update method described several times run administrator received saying update cannot error software change returned error code please thank senior analyst pm upgrade hello everyone please advised update version version assets highly critical perform upgrade during two weeks based availability order avoid virus attacks latest virus database available order update please follow steps more detailed guide found software center by searching software center search menu best endpoint agent install selected wait installation status becomes installed reboot computer icons newly installed endpoint tools note during update process lose approximately minutes questions encounter difficulties upgrading please hesitate thank kind regards ext hub	Administrative rights
not working feedbacks review db responding	Administrative rights
web mail server not working any more working more hi users different mostly code review application needed change working more back please thank developer	Administrative rights
buzzers from some doors are not activated when doors remain open sent wednesday physical issues importance high hi today have performed review physical controls place our spaces have found following issues emergency access doors floors closing properly due some mechanical issues have found doors open please raise for work together with our facility manager landlord fix buzzers some doors activated when doors remain open moreover these configured automatically send raise ticket if left open for period please raise another make configuration also for doors intruder alarm armed ooh due some technical issues applies for offices please raise another for make issues solved possible shortly with more details with respect subject thanks	Administrative rights
outlook and the tuesday hello out offices without connecting connect connect via how back setup change thanks head next holidays rd october october october october	Administrative rights
windows upgrade insufficient space on partition re notification forced upgrade hi have enough space laptop for upgrade there nothing obvious can remove help have space partition though can reconfigure drives but need key log disk encryption detect change can we arrange available please regards sent november notification forced upgrade importance high hello everyone if you already upgraded your workstation please disregard message we coming back you with announcement order inform you upgrade mandatory you still have possibility choose when upgrade interval we kindly asking you give some your action possible estimated for upgrade process complete approximately minutes please announcement attached file only after proceed upgrade starting with we start forced upgrade means upgrade process automatically start your workstation you be able stop process we would like have assets upgraded before date forced upgrade take place one you be notified before least two times please understand you have full responsibility for your files important note if you have dependency your you need remain your current version please notify possible if your workstation having less than try free up some space please article for more information kb view article kb you can use subscription temporary store your files you have space there please make files completely synchronized with before unlinking your laptop subscription please kb article for more info kb view article kb for you can always get contact with your thank you kind regards ext	Administrative rights
windows upgrade re upgrade hi understood free memory required partitioned folder only but shows only free out have checked temp folder recycle bin desktop but where need delete some data order install can have call with some colleague thanks officer sent october upgrade hello if you already upgraded your os please ignore also if you member teams please apply upgrade yet thank you you receiving because we approaching scheduled for forced upgrade assets migrated yet before performing upgrade your please document found here carefully attention screen below please contact or should you require any further assistance best regards ext	Administrative rights
what should do regarding the windows update regarding update hello until december work client location greenwich states update station regarding update regards developer	Administrative rights
new laptop set up hi had replaced macedonian strange software needed installed onto	Administrative rights
outlook search issues search issues hello files being searched indexed properly please can help head	Administrative rights
unable to access outlook constant credential prompt sent tuesday july hello pot desktop tot si pun tot se pot browser pot face	Administrative rights
list of assets hello please log providing exact assets which installed needed number name location also keep loop virus remote thank hello received software removes installation present please let how proceed further regards technician thursday re hello please informed solution automatically tools installation propose run installation task assets where present automatically old solution waiting product automatically present opened id within back updates regards technician pm hello based latest software reports received instances installed several assets light way centralized manner order avoid contacting each user individually location software product name number installations virus remote virus remote virus remote virus remote please log thank	Administrative rights
outlook not working on laptop sent monday february working laptop hi submitted ticket earlier today hoped would resolved by restarting etc pretty big issue only able access address going be swamped when we get back work tuesday but was hoping could take look laptop when we get tuesday morning since very familiar with macs thank you for your assistance regards	Administrative rights
log issues log issues	Administrative rights
update cal update cal hi please update cal by thank kind regards senior software developer cal	Administrative rights
outlook calendar no information on availability sent monday calendar information availability hi have issue with seeing availability information colleagues add meeting invites please below snapshot example also message displays please advise thanks registered under number whose registered old broad street kingdom does provide any clients each subsidiaries	Administrative rights
keeps popping up keeps popping up	Administrative rights
exchange issues sent tuesday issues hi there problems for multiple users users unable connect via looks like same problems yesterday error trying connect can be looked urgent issue thank you	Administrative rights
issue connecting to outlook mail server sent friday july issue connecting server hi experiencing difficulties connecting via desktop app server for last couple days connecting via works fine could you please help solve inconvenience thank you	Administrative rights
windows updates check status of march kb thursday pm updates status march kb dear please log call status mentioned come back commented table status column kb name status march kb test march update kb march update kb march based kb regards leader	Administrative rights
referral mail problems referral problems hi saturday referral was sent attached problem also inactive positions employees might be confused make any action for sending could you please advise how can solve issue order happen future thank you regards specialist	Administrative rights
windows upgrade friday march pm upgrade hi upgrade client regards	Administrative rights
issues with expense report issues dear our our meeting room frankfurt still out order already informed you but nothing happened yet getting expense report approval talked already told her for what was but she still can solve issue next week we have run would get money back thank you manager frankfurt main frankfurt main	Administrative rights
update update hi please matrix version location	Administrative rights
upgrade failure sent tuesday november re notification upgrade hi would but have kind complaint software center effectively empty below effectively stuck step connected via please advise how proceed or feel free apply whatever remote magic you have best regards expert	Administrative rights
windows post upgrade issue upgrade hi upon completion upgrade process able start computer can you please help thank you kind regards	Administrative rights
cannot find windows update software center cannot find update software center tried forcing policy up date still update available	Administrative rights
addresses of employees not displayed outlook addresses employees displayed dear colleagues can seem find with check names neither nor could you please check understand two space tabs her but can find her even if looking by thanks job integration taxation specialist	Administrative rights
outlook new message and detached message windows are not displaying properly message detached message displaying properly dear please log ticket assign for fixing his display thank you kind regards engineer en	Administrative rights
win upgrade error win upgrade error va la upgrade la laptop sa data si si print screen thanks tester	Administrative rights
problems with outlook client hi for more than month having problems with client there several issues keen bugging have shows up every minutes give or take asking connect regardless if introduce credentials or keeps showing up works fine even if close can meetings properly works fine if open recurrent meeting with option series however if want or cancel one occurrence crashes or have wait for minutes for open can rules get error message screen attached thank you	Administrative rights
outlook request password for invoices module sent tuesday february problems hello have some problems with asks introduce password for module but still working after thank you for helping kind regards accountant	Administrative rights
windows forced upgrade query re forced upgrade hi pilot were told once wide roll out receive different version win question wednesday december pm forced upgrade importance high hello everyone upgraded workstation thanking receptive disregard months received announcements advising apply upgrade coming back announce asking understand upgrading mandatory possibility upgrade by kindly asking give action take more than minutes apply upgrade please announcement attached file after proceed upgrade forced upgrade procedure offices means upgrade process automatically workstation stop process advise press button stop process avoid loss important note please understand responsibility backup files dependency remain version please notify asap workstation having less than free how please require assistance please article kb view article kb subscription store files please make files completely synchronized unlinking subscription please kb more kb view article kb forced upgrade procedure physically connected wired experience issues during upgrade process please thank kind regards ext	Administrative rights
clean windows installation clean installation hi ask allow manually install win technical issues also issues migrating win clean installation solution solution proposed by thanks tester	Administrative rights
windows os install request friday pm os install dear help os migrated funny part pm tried upgrade part pilot test os via several times unsuccessful machine fresh install please plan action thank kind regards infrastructure ext	Administrative rights
windows installation md time installation dear install today pm best regards software tester	Administrative rights
upgrade can update the sent monday re notification upgrade hi can update software center attached some screens shots process regards developer mobile en sent friday notification upgrade hello please be advised we have enabled update for version version your highly critical you perform upgrade based your availability order avoid virus attacks have latest virus database available order update please follow below steps open software center by searching for software center search menu check best endpoint agent click install selected wait for installation when status becomes installed reboot your computer hidden icons you can open newly installed endpoint tools note during update process you lose for approximately minutes should you have any questions or encounter any difficulties upgrading your please hesitate contact thank you kind regards ext hub	Administrative rights
problems connecting to open and accessing folders on problems connecting open accessing folders hi had issues with above helped resolve them kind regards administrator	Administrative rights
issues bad debts write off sent tuesday july issues bad debts write off urgent hi please raise ticket for below request thank you kind regards sent tuesday july issues bad debts write off urgent sent tuesday july issues bad debts write off urgent dear please help resolve below error asap director	Administrative rights
exchange unable to connect unable connect hi after days out work today able connect through connecting also able connect through br	Administrative rights
outlook calendar issue sent monday november calendar issue hello guys have problem with meeting have calendar for tuesday november between others can have asked for attached have already restarted with luck kind regards resource manager	Administrative rights
not working today working today hi guys work last today morning there any issues with thanks officer	Administrative rights
removal from removal hi guys please assets possible anyone report issues please redirect thank	Administrative rights
reinstall os wednesday october reinstall os dear please re install operating best regards	Administrative rights
setting rules for outlook setting rules dear please assign colleague he helping thank kind regards country	Administrative rights
printer issues sent friday february printer issues hello we have encountered again some issues with th floor printer we trying print some documents but printer responding says out although scanner works we could send printer computer via copier works singular issue th floor printer problems every thank you kindest regards tester en	Administrative rights
install friday november install hello guys please assign queue install regards engineer ext	Administrative rights
outlook not opening hi please be advised loading profile continuously prompting for credentials could you please help kind regards	Administrative rights
issue while trying to upgrade to windows issue while trying upgrade hi while trying upgrade machine by following instruction document was unable find operating option software center please check attached addition software center machine differs appearance one instruction thank you for your help	Administrative rights
not go out on outlook go out	Administrative rights
eel manager access for wednesday december pm eel hello please give eel similar required designated by manage sitting building therefore make changes similar order align physical against thank	HR Support
notification schedule annual it satisfaction survey schedule annual satisfaction survey hello starting annual satisfaction survey assistance invite kindly attached colleagues please ensure thursday december two more reminders follow st december encourage response rate prior dates let require assistance additional information thank care	HR Support
please delete timecard from oracle friday february please delete timecard hello please delete timecard date thank head analysis	HR Support
access card maternity leaver form maternity leaver form hello please find attached maternity leaver form pm re maternity leaver form hi please find attached let today needed off until regards wednesday pm maternity leaver form hello please fill maternity leaver form thank	HR Support
oracle fusion down time notification thursday march pm down hello work requested tomorrow morning prod during application unavailable please details form attached appreciate short notice critical error which has addressed high priority thank understanding kind regards	HR Support
photos of employees needed photos employees needed hey guys girls kindly ask way give photos listed photo uploaded pins ceremony present everybody help til noon please arch arch lead lead pm arch lead arch arch pm pm lead pm pm pm pm analysis pm pm testing testing analysis pm testing pm testing pm pm architecture pm testing pm pm testing testing thanks lot great weekend specialist	HR Support
user experience user experience hi please help extend date pm user experience think reason cannot please help asap urgent topic order make thanks	HR Support
old pas down sent friday february old down hello could someone please check out old seems be down getting following error was working yesterday error details error web request processing failed nested exception model could find for each specified objects form status code thanks integration manager	HR Support
access needed to thursday needed agile dear agile involved agile thank senior test lead	HR Support
new starter tower pm assistants starter testing discipline dear please informed candidate accepted job offer test automation engineer st please create his accounts credentials per attached form thanks specialist	HR Support
maternity return access card tuesday pm re return maternity hello sorry pm return maternity hello provide starter form looking forward hearing thanks kind regards analyst ext hub tuesday return maternity hello please fill she well return maternity	HR Support
direct reports missing time thursday pm please action reports hi take note has paternity leave mentioned period please update his entries accordingly thank please action reports dear part established processes each required submit his weekly basis each friday past must submitted receiving because reports haven followed process please help cascade accordingly gets possible breakdown reports please note refers has left maternity other absence leave please update person record otherwise please person directly submit country date total days	HR Support
access to friday pm hello along credentials collaborator located kiev her name thank	HR Support
expense reports issues problem saturday expense reports issues dear couple problems submit expense reports problem both probably also test cannot select number creating expense reports cannot added by hand error submission by searching found search code definitely exists same submitting reports please investigate please also problem cannot create expense reports because add expense items shown both template type empty please investigate thanks head	HR Support
preparer and buyer rights for march pm preparer buyer rights hi guys please kindly preparer buyer rights thanks kind regards	HR Support
access to november pm hey permission link forms grades job titles archives tube maps maps disciplines model view link looking site thanks digital creative	HR Support
days issue sent monday re notification annual leave days visible resolved hi have issue regarding days shows have only but should have considering fact for over years could you take look into thanks developer en	HR Support
request access to saturday hi please help giving he thanks regards senior developer	HR Support
access march va si eventual test vine ca test area lead thanks test lead	HR Support
oracle problem for expense report sent monday october problem for expense report hello writing you there following issue there have raised namely expense report approved by manager with does seem be with anymore could you please figure out way move forward thanks head analysis	HR Support
error oracle sent monday re please action submit your cards for approval hi please ignore for thanks sent monday please action submit your cards for approval hi received below although below weeks were already approved these weeks weeks were have least one leave annual or special tried solve issue for week but have made some mess able reenter submit tie card can you return back task were previously for week check why these weeks with changed status br applications analyst en sent monday please action submit your cards for approval dear you receiving because you have cards haven submitted for approval please note enough only enter your but also make you submit your for approval take corrective actions case your submitted card gets rejected below breakdown your submitted cards please submit for approval your accordingly possible country submitted cards card status entered entered entered total submitted cards submitted cards statuses explained error usually happens when you log calendar view for period longer than days then delete one entry causes timecard switch error fix you should add back for deleted or delete entire timecard using right hand side menu recreate again rejected card was rejected by one approvers please correct card entries accordingly resubmit entered status timecard when only one or few days entire timecard have entered saved cards status passed entered validation but gone next submission step for any card issues you can resolve please wait but raise corresponding incident through portal for resolutions	HR Support
get transferred to re hi could you please raise ticket for below thank you engineer sent monday hello can you please check why below expense report get transferred thank you have great accounts payable	HR Support
maternity leaver para access card maternity form complete dear considering started her leave please help completed form thank lead	HR Support
new job oracle hello please create job job developer grade engineer looking forward hearing thanks kind regards	HR Support
cannot submit any expense reports sent monday cannot save print previews expense reports therefore cannot submit receipts importance high dear sir madam currently unable submit any expense reports due being generated correctly have tried multiple browsers getting same error please advise	HR Support
leaver mailbox leaver mailbox dear please arrange mailbox forwarded upon her leave date thanks	HR Support
non starter for march pm re starter ad hi thank much creation ad unfortunately join please cancel apologies inconvenience	HR Support
presence pm presence dear please provide report shows presence based her badge thanks head testing	HR Support
remove annual leave for sent remove annual leave for hello we tried play with namely create cancel holiday everything went well less cancel holiday days please remove following annual leave friday for colleague best	HR Support
new interns for bulk am friday july re bulk starter form interns hi guys thanks pm bulk starter form interns hello fill interns starting july return both thank administration officer ext	HR Support
new starter wednesday july pm hi please fill thank regards	HR Support
send to all bucharest staff facility blvd rd floor	HR Support
new starter wednesday october pm re si wednesday october pm re va ne si va la wednesday october pm hello va ne date administration officer	HR Support
