source,target
133728,133728
35428,24556
35428,35428
35429,35429
68197,68197
35430,35430
133736,77026
133736,133736
35433,17702
35433,35433
35434,35434
68203,17702
68203,35954
68203,42931
68203,68203
68203,77026
68203,86479
68203,87616
68203,107170
68203,142468
100968,100968
2666,2666
2666,102804
2666,135478
2666,141754
2666,141768
2666,141773
2666,141817
2666,141841
2666,141844
2666,141896
2666,141956
2666,141959
2666,142279
2666,142329
2662,2662
2662,12590
2662,13586
2662,27592
2662,35987
2662,141620
2662,141739
2662,141764
2662,141811
2662,141817
2662,141848
2662,141868
2662,141949
2662,141959
2662,142003
2662,142022
2662,142105
2662,142159
2662,142189
2662,142192
2662,142214
2662,142333
2662,142524
2662,142569
2662,142571
2662,142590
2662,142666
2662,142685
2662,142698
2662,142736
2662,142807
2662,142886
2662,143063
133742,133742
35440,35440
35440,122158
35440,141817
35440,142105
133748,133748
100982,100982
35447,13586
35447,35447
35447,141791
100987,60032
100987,100987
133757,133757
133760,133760
133760,141841
100994,60032
100994,100994
2692,2692
2692,107170
2692,141746
2692,142163
100997,100997
100997,142171
35462,35462
2694,2694
2694,27592
2694,108850
2694,122158
2694,141740
2694,141754
2694,141764
2694,141768
2694,141773
2694,141777
2694,141841
2694,141868
2694,141896
2694,141900
2694,141932
2694,141935
2694,141944
2694,141949
2694,142002
2694,142105
2694,142109
2694,142287
35461,35461
2697,2697
2697,77026
68233,42931
68233,68233
35466,35466
35467,35467
133777,133777
35474,35474
35474,141754
35474,141764
35474,142049
101012,101012
101012,107170
101012,122158
35478,35478
133783,133783
101016,51601
101016,101016
101016,107170
68249,68249
133784,133784
68248,68248
68248,142147
35484,35484
68250,68250
68250,142163
2719,2719
2719,141764
2719,141841
2719,142163
2719,142727
133792,61525
133792,133792
68257,68257
68257,77026
2722,2722
2722,24556
2722,60032
2722,61525
2722,76380
2722,76824
2722,122158
2722,141791
2722,141848
2722,141907
2722,142002
2722,142034
2722,142075
2722,142105
2722,142163
2722,142366
2722,142860
2723,2723
2723,8833
2723,135478
2723,141754
2723,141773
2723,141777
2723,141789
2723,141896
2723,141956
2723,142071
2723,142264
2723,142329
101027,101027
35493,35493
35493,86479
68258,51601
68258,68258
101033,101033
133803,133803
68268,51601
68268,68268
68268,107170
133805,133805
133805,141764
35503,35503
35503,51601
133809,86479
133809,133809
35505,35505
133811,133811
68275,68275
2743,2743
2743,141817
2743,142149
2743,142163
133816,133816
101052,77026
101052,101052
133822,17702
133822,133822
35518,35518
35518,141791
35520,35520
68288,68288
2754,2754
2754,141739
2754,141740
2754,141754
2754,141773
2754,141896
2754,142109
133830,133830
68295,68295
133831,133831
35527,35527
35527,141739
35529,35529
2760,2760
2760,4590
2760,8115
2760,13586
2760,141754
2760,141773
2760,141777
2760,141844
2760,141896
2760,142071
2760,142279
2760,142357
101071,101071
68304,42931
68304,68304
35537,35537
35537,42931
35537,141841
2767,2767
68306,68306
101076,51601
101076,101076
2778,2778
2778,13586
2778,141740
2778,141754
2778,141764
2778,141770
2778,141773
2778,141777
2778,141817
2778,141841
2778,141896
2778,141949
2778,141956
2778,142002
2778,142030
2778,142697
101083,101083
101083,141817
68317,68317
68317,141764
68317,142030
35551,35551
133857,77026
133857,133857
101091,101091
68324,68324
2788,2788
2788,56658
2788,141848
2788,141868
2788,142075
133862,51601
133862,133862
101095,101095
101096,101096
68329,68329
2791,2791
35563,35563
133866,76824
133866,133866
35565,35565
35565,87616
133869,133869
2799,2799
2799,142210
2800,2800
2800,86479
2800,102804
2800,141754
2800,141768
2800,141949
2800,142030
2800,142149
101104,35954
101104,61525
101104,86479
101104,87616
101104,101104
101104,107170
101104,143059
133874,24556
133874,86479
133874,133874
35569,35569
35571,35571
101109,12590
101109,101109
35574,30528
35574,35574
35576,35576
35576,76824
35576,142034
35579,35579
35579,35954
101116,51601
101116,101116
35581,35581
35581,54681
35581,141848
2815,2815
2815,17702
2815,51601
2815,141768
101119,101119
101119,141739
35588,35588
35588,77026
68356,68356
101127,101127
101130,51601
101130,101130
68363,68363
133900,24556
133900,133900
2829,2829
2829,8833
2829,13586
2829,35954
2829,42931
2829,135478
2829,141740
2829,141770
2829,141773
2829,141841
2829,141844
2829,141896
2829,141949
2829,142003
2829,142030
2829,142279
2829,142357
68364,68364
2831,2831
2831,51601
68368,68368
2833,2833
2833,141764
2833,141896
2833,141949
35602,35602
35602,142192
133907,133907
133905,133905
101135,101135
101135,141932
2838,2838
133911,133911
133910,133910
133910,141739
2836,2836
2836,122158
133914,133914
2842,2842
101146,101146
133908,133908
2846,2846
101151,101151
101155,101155
101156,101156
101156,142252
68389,68389
101159,101159
2855,2855
2855,26569
2855,141764
2855,141932
2855,141949
68393,68393
35626,35626
133927,133927
133927,141907
2861,2861
2861,77026
2861,141868
2862,2862
133934,133934
68400,68400
2865,2865
2865,76824
2865,142034
2865,142049
35634,35634
133933,133933
2867,2867
133937,76824
133937,133937
35636,35636
35636,76380
68407,68407
68407,87616
2871,2871
2871,7860
2871,18362
2871,50646
2871,70792
2871,108850
2871,141746
2871,141754
2871,141764
2871,141773
2871,141777
2871,141817
2871,141844
2871,141874
2871,142002
2871,142034
2871,142049
2871,142149
2871,142159
2871,142163
2871,142184
2871,142187
2871,142215
2871,142252
2871,142264
2871,142282
2871,142549
2871,142612
2871,142668
133945,133945
101178,101178
2875,2875
68412,68412
68412,141817
35645,24556
35645,35645
101181,24556
101181,61525
101181,101181
2879,2879
2879,24556
2879,141817
68416,68416
35644,35644
35644,141817
35650,35650
2883,2883
2883,30528
2883,56658
2883,141773
2883,141848
2883,142034
2883,142049
2883,142105
68420,68420
101187,101187
101187,142149
101194,101194
101194,107170
101194,142445
133964,133964
133964,142163
2892,2892
2892,141817
101198,51601
101198,101198
2895,2895
2895,141817
2895,141868
2895,141896
133968,133968
35661,35661
35661,142222
133972,61525
133972,133972
133973,133973
133974,133974
101207,101207
133975,133975
133975,141764
133980,133980
68445,68445
68445,141764
68446,68446
35678,35678
35678,141768
35678,141868
101217,24556
101217,101217
35683,26569
35683,35683
35683,60032
35683,141935
133988,133988
2917,2917
2917,13586
2917,141754
2917,141768
2917,141773
2917,141777
2917,141817
2917,141844
2917,141936
2917,142237
2917,142511
101224,101224
35689,35689
35689,77026
35689,142105
101225,101225
35691,35691
35691,77026
133996,133996
35693,35693
2926,2926
2926,86479
2926,135478
2926,141773
2926,141817
2926,141841
68462,68462
68462,142203
2927,2927
2927,141868
2927,141935
68466,68466
2931,2931
2931,8115
2931,141754
2931,141764
2931,141773
2931,141777
2931,141817
2931,141844
2931,141959
2931,142435
2931,142549
134004,51601
134004,134004
68472,68472
101243,101243
35708,35708
35711,35711
134016,134016
2946,2946
2946,24556
2946,141789
134018,134018
101252,101252
2948,2948
2950,2950
2950,77026
2950,141739
2950,141754
2950,141773
2950,142163
134030,134030
134030,141848
35727,35727
35727,77026
134031,107170
134031,134031
68497,68497
68497,107170
134033,134033
101266,101266
2960,2960
2960,141754
2960,141773
2960,141791
2960,141868
2960,141874
2960,141932
2960,141956
2960,142105
2960,142109
2960,142147
2960,142159
2960,142163
2960,142355
2960,142366
101269,101269
101267,101267
134039,134039
101271,101271
2967,2967
2967,50646
2967,141739
2970,2970
2970,4590
2970,12590
2970,26569
2970,30528
2970,31212
2970,54681
2970,141754
2970,141764
2970,141768
2970,141773
2970,141841
2970,141848
2970,141868
2970,141959
2970,142034
2970,142075
2970,142095
2970,142120
2970,142214
2970,142215
35739,35739
68509,68509
101279,101279
35745,35745
35745,141844
101282,101282
35749,35749
35749,141896
101287,101287
35753,35753
35753,97626
35753,141773
35753,141777
134059,61525
134059,134059
2994,2994
2994,141754
2994,141764
35763,35763
68532,68532
68534,68534
68534,141817
101302,101302
101302,141791
101307,101307
134076,134076
3006,3006
3006,60032
3006,141817
101313,101313
101313,141777
3010,3010
3010,12590
3010,141739
3010,141817
3010,141959
3010,142159
3010,142186
3011,3011
3011,51601
3011,60032
3011,142366
101316,101316
134085,51601
134085,134085
35782,35782
35782,141754
35783,35783
134088,60032
134088,134088
101320,101320
35789,35789
35789,51601
68558,68558
68558,87616
35790,35790
35790,142105
134097,24556
134097,134097
3026,3026
3026,17702
3026,60032
3026,107170
68562,68562
68562,142719
35794,35794
101334,101334
68570,68570
35803,35803
35803,142291
35803,142355
35803,142718
3034,3034
3034,141936
134106,134106
35806,35806
68574,68574
68574,141739
68574,141764
68572,68572
35812,35812
35812,141959
68582,68582
134119,134119
3048,3048
3048,141754
3048,141773
3048,141777
3048,141844
3048,141896
3048,142329
35817,35817
35817,141739
68587,68587
101363,101363
3060,3060
3060,4590
3060,8115
3060,13586
3060,18362
3060,30528
3060,31212
3060,50646
3060,54681
3060,56658
3060,108850
3060,141739
3060,141740
3060,141754
3060,141764
3060,141773
3060,141811
3060,141844
3060,141848
3060,141935
3060,141959
3060,142060
3060,142096
3060,142149
3060,142163
3060,142171
3060,142214
3060,142264
3060,142628
3060,142651
3060,142660
3060,142662
3060,142678
3060,142727
3060,142736
3060,142837
68597,68597
134134,134134
134135,134135
101368,101368
35835,35835
68606,68606
68606,87616
3070,3070
134144,134144
134143,134143
134146,51601
134146,134146
68610,68610
134142,134142
35847,35847
35847,141874
134153,17702
134153,134153
3082,3082
101391,101391
68626,68626
101395,101395
3095,3095
35864,35864
35864,141777
3097,3097
3097,141817
134175,134175
134175,141874
3107,3107
3107,17702
3111,3111
3111,142002
101417,42931
101417,101417
101417,141949
3115,3115
3115,135478
3115,141773
3115,141844
3115,141896
3115,141907
3115,141949
3115,142357
134188,134188
68652,68652
68654,68654
68654,107170
68654,141740
134191,134191
134191,141764
35888,35888
35888,141754
35888,141816
68657,68657
134192,134192
134194,134194
134189,134189
3126,3126
134201,134201
68666,68666
134203,42931
134203,134203
35900,17702
35900,35900
35900,141739
101435,101435
68668,51601
68668,68668
35903,35903
35903,51601
68672,24556
68672,68672
68672,77026
68672,86479
68672,87616
68672,141764
101440,42931
101440,101440
101440,142163
35906,35906
101443,101443
68676,68676
68676,86479
134206,134206
3140,3140
3140,141739
3140,141868
3144,3144
101454,101454
101456,101456
101456,141773
134230,134230
3164,3164
3164,26569
3164,141754
3164,141764
3164,141773
3164,141896
3164,142030
3164,142644
3164,142697
3164,142714
3172,3172
134245,134245
101478,101478
35943,35943
68712,68712
68712,142163
35944,35944
35944,141868
35944,142003
101482,101482
35941,35941
3180,3180
3180,51601
68715,68715
3183,3183
3183,8115
3183,142210
35954,3235
35954,3270
35954,3361
35954,3491
35954,3808
35954,4109
35954,5647
35954,6151
35954,6677
35954,7000
35954,7381
35954,7402
35954,7700
35954,7980
35954,8222
35954,8510
35954,8581
35954,8715
35954,8971
35954,10242
35954,10853
35954,11440
35954,12283
35954,12363
35954,12445
35954,13403
35954,13590
35954,14027
35954,14112
35954,14281
35954,14857
35954,15217
35954,15253
35954,15529
35954,16236
35954,16401
35954,16724
35954,16759
35954,17330
35954,17922
35954,18130
35954,18657
35954,18853
35954,18921
35954,19175
35954,19182
35954,19845
35954,20083
35954,20087
35954,20896
35954,21225
35954,21604
35954,22439
35954,22504
35954,22921
35954,23462
35954,23507
35954,24742
35954,24891
35954,25032
35954,25127
35954,25546
35954,25917
35954,26768
35954,28020
35954,28671
35954,29068
35954,29419
35954,29662
35954,31724
35954,32564
35954,35954
35954,36484
35954,36799
35954,37164
35954,37418
35954,37630
35954,37753
35954,39537
35954,39622
35954,40247
35954,40750
35954,41174
35954,41238
35954,41242
35954,41421
35954,41808
35954,41986
35954,42109
35954,42721
35954,43515
35954,43583
35954,44174
35954,44381
35954,46445
35954,46755
35954,47030
35954,47643
35954,48085
35954,48400
35954,50563
35954,50767
35954,50771
35954,50826
35954,51344
35954,52073
35954,52376
35954,53061
35954,53062
35954,54028
35954,54123
35954,54543
35954,55629
35954,55865
35954,56384
35954,56398
35954,56475
35954,56813
35954,57172
35954,57606
35954,57613
35954,57728
35954,58469
35954,58547
35954,58687
35954,59019
35954,59539
35954,60158
35954,60556
35954,60772
35954,61218
35954,61393
35954,61423
35954,61977
35954,62229
35954,62292
35954,62311
35954,62862
35954,62922
35954,63416
35954,64318
35954,64384
35954,64385
35954,64875
35954,65020
35954,65042
35954,65212
35954,65316
35954,65390
35954,68950
35954,69136
35954,70312
35954,70800
35954,71115
35954,71503
35954,71790
35954,72086
35954,72322
35954,72655
35954,72924
35954,72974
35954,73074
35954,73197
35954,73309
35954,73358
35954,73700
35954,74365
35954,74380
35954,75161
35954,75308
35954,75849
35954,76152
35954,76400
35954,77223
35954,77491
35954,77987
35954,78184
35954,78203
35954,78375
35954,78545
35954,78945
35954,79254
35954,79265
35954,79305
35954,79485
35954,80271
35954,80555
35954,81110
35954,81179
35954,82784
35954,83258
35954,83901
35954,83958
35954,83969
35954,84058
35954,84906
35954,85963
35954,86095
35954,86590
35954,86772
35954,86929
35954,87122
35954,87134
35954,87299
35954,87713
35954,88114
35954,88137
35954,88277
35954,88291
35954,88371
35954,88377
35954,89157
35954,89308
35954,89642
35954,90005
35954,90112
35954,90816
35954,90978
35954,91599
35954,91792
35954,92154
35954,92344
35954,92991
35954,93328
35954,93769
35954,94186
35954,94402
35954,94973
35954,95127
35954,95152
35954,95354
35954,96053
35954,96418
35954,96519
35954,96903
35954,98151
35954,102467
35954,102569
35954,103325
35954,103639
35954,103706
35954,103922
35954,104927
35954,106188
35954,106624
35954,106763
35954,106863
35954,106943
35954,107032
35954,107287
35954,107960
35954,108264
35954,108421
35954,108947
35954,109305
35954,109308
35954,109391
35954,109668
35954,109678
35954,109871
35954,110043
35954,111002
35954,111389
35954,111472
35954,111972
35954,112210
35954,112313
35954,112949
35954,113540
35954,113701
35954,113910
35954,114752
35954,115489
35954,115635
35954,116299
35954,116846
35954,116961
35954,117157
35954,117430
35954,118308
35954,118365
35954,119189
35954,119446
35954,119971
35954,119991
35954,120124
35954,120225
35954,120297
35954,120425
35954,120440
35954,120473
35954,120496
35954,120951
35954,121470
35954,121522
35954,121738
35954,121882
35954,122168
35954,122439
35954,122869
35954,123087
35954,123638
35954,124653
35954,125250
35954,125877
35954,126102
35954,126412
35954,126543
35954,126960
35954,127487
35954,128129
35954,128134
35954,128514
35954,128613
35954,128770
35954,129087
35954,129975
35954,130155
35954,130383
35954,130582
35954,130748
35954,134989
35954,135084
35954,135232
35954,136204
35954,136279
35954,137022
35954,137193
35954,137523
35954,137531
35954,137910
35954,138153
35954,138261
35954,138667
35954,139208
35954,140189
35954,141246
35954,141789
35954,141932
35954,141936
35954,142002
35954,142184
35954,142215
35954,142468
35954,142689
98327,98327
134262,24556
134262,134262
3191,3191
68726,51601
68726,68726
134263,21178
134263,134263
134266,86479
134266,134266
134266,142105
3198,3198
3198,24556
3198,141816
101508,101508
35973,35973
35973,141935
101509,101509
35975,35975
134279,134279
134279,141764
3209,3209
3209,21178
3209,107170
3209,141754
3209,141773
3209,141896
3209,142237
3210,3210
3210,13586
3211,3211
3211,76380
3211,141823
3211,141868
3211,142022
3211,142719
68750,68750
101520,101520
3216,3216
3216,141863
3216,141956
3216,142163
3216,142184
3216,142727
35987,9800
35987,35987
3221,3221
35991,35991
35991,60032
101528,17702
101528,101528
3226,3226
3226,87616
134299,134299
134300,17702
134300,24556
134300,61525
134300,77026
134300,134300
35997,35997
35997,141773
101530,101530
35994,35994
68768,68768
36001,36001
35995,35995
35995,141844
3235,3235
3235,51601
3235,142002
134308,134308
101533,51601
101533,101533
36007,36007
36008,36008
36008,141956
3241,3241
3241,13586
3241,135478
3241,141754
3241,141768
3241,141773
3241,141777
3241,141817
3241,141841
3241,141844
3241,141956
3241,141959
3241,142264
134313,134313
134320,134320
101553,101553
101556,17702
101556,101556
101556,102804
3253,3253
36022,36022
36022,141841
36022,141874
68795,68795
68795,107170
68795,141823
68795,141874
68796,68796
101565,24556
101565,101565
101564,101564
36031,36031
36031,86479
36027,36027
36027,141868
3267,3267
3267,141754
3267,141896
3270,3270
3270,141746
3270,141768
3270,141777
3270,141844
3274,3274
3274,30528
3274,51601
3274,56658
3274,60032
3274,76824
3274,97626
3274,108850
3274,141739
3274,141746
3274,141754
3274,141755
3274,141764
3274,141773
3274,141777
3274,141791
3274,141811
3274,141848
3274,141868
3274,141874
3274,141900
3274,141932
3274,141936
3274,141944
3274,142034
3274,142049
3274,142075
3274,142096
3274,142109
3274,142176
3274,142222
3274,142237
3274,142286
3274,142291
3274,142355
3274,142358
3274,142392
3274,142445
3274,142468
3274,142470
3274,142496
3274,142678
3274,142718
3274,142933
3277,3277
3277,86479
3277,107170
3277,141773
3278,3278
3278,17702
36045,36045
101584,101584
101584,141935
3281,3281
3281,51601
3281,142214
134354,134354
36050,36050
101587,101587
134357,76824
134357,77026
134357,134357
3285,3285
3285,142644
101591,101591
101592,51601
101592,101592
68821,68821
68822,68822
68822,142049
36051,36051
36057,36057
3295,3295
3295,12590
3295,77026
3295,87616
3295,142163
101600,101600
101600,141770
3297,3297
3297,142282
36065,36065
36065,141764
36065,141874
134372,42931
134372,51601
134372,77026
134372,134372
101604,101604
36070,36070
36070,86479
3303,3303
101609,24556
101609,101609
101609,107170
134377,77026
134377,134377
68847,68847
36082,36082
36082,142214
36082,142399
68851,68851
134387,134387
3317,3317
3317,141764
3317,141773
3317,141777
101619,101619
3316,3316
3316,108850
3316,141754
3316,141773
3316,141817
3316,141841
3316,141844
3316,141949
3316,141956
3316,142003
134391,134391
134391,141848
101620,101620
3322,3322
3323,3323
3323,12590
3323,141739
3323,141764
3323,141791
3323,141816
3323,141848
3323,141868
3323,141874
3323,141907
3323,141949
3323,141959
3323,142034
3323,142049
3323,142075
3323,142105
3323,142163
3323,142186
3323,142355
3323,142435
3323,142524
3323,142860
36090,36090
68863,68863
68863,77026
68863,107170
134400,134400
134400,141868
101633,101633
101635,101635
101641,101641
3338,3338
134409,13586
134409,134409
134410,134410
3337,3337
101646,101646
36108,36108
36113,36113
36113,141739
36115,36115
36115,141896
101652,24556
101652,101652
68884,68884
134422,134422
3352,3352
134425,87616
134425,134425
101658,101658
134429,134429
68896,68896
68896,77026
3361,3361
3361,24556
3361,86479
134439,134439
101674,61525
101674,101674
36139,24556
36139,36139
36139,60032
68907,51601
68907,68907
68907,76824
101679,101679
3377,3377
68915,68915
68915,77026
68915,141764
36147,36147
36147,141764
101683,101683
134454,134454
3380,3380
3380,141816
134456,86479
134456,134456
36152,36152
68917,68917
101691,101691
3390,3390
3390,13586
3390,141754
3390,141841
3390,141896
3390,142549
101696,101696
101696,142002
134465,17702
134465,134465
134466,77026
134466,134466
68931,68931
3399,3399
3399,142022
3399,142163
68938,51601
68938,68938
3403,3403
101708,101708
101707,101707
68942,68942
36171,36171
36176,17702
36176,36176
101712,101712
36173,36173
68947,68947
68948,68948
68948,87616
68950,68950
134486,51601
134486,134486
68952,68952
68952,142149
68953,68953
101722,101722
68954,68954
134492,134492
134492,142192
3421,3421
3421,141754
3421,141773
101726,54681
101726,101726
101726,141764
101726,141863
134495,134495
101727,101727
101729,101729
3425,3425
3425,141754
3425,141817
3425,141841
3425,141868
3425,142002
3425,142096
134499,134499
134499,142022
3430,3430
3430,141754
3430,141773
134503,134503
134503,142049
3434,3434
3434,142096
134509,134509
134510,134510
36209,36209
36209,60032
36209,141739
134514,134514
68980,68980
68980,141932
3447,3447
3447,13586
3447,135478
3447,141754
3447,141773
68984,68984
68984,107170
68984,141959
68984,142524
36217,36217
134520,134520
134523,134523
101756,101756
101762,101762
36231,24556
36231,36231
36231,122158
3464,3464
3464,141746
3464,141754
3464,141755
3464,141768
3464,141773
3464,141817
3464,141896
3464,142222
3464,142237
3464,142286
3464,142392
3464,142468
134537,17702
134537,77026
134537,134537
101771,101771
3471,3471
36245,36245
36248,36248
3481,3481
3482,3482
3482,60032
3482,141764
36252,36252
36252,42931
134556,134556
134556,141764
69023,69023
69023,107170
69023,141848
134560,51601
134560,134560
101792,101792
36256,36256
36256,141791
3491,3491
3491,141764
3489,3489
3489,13586
3489,141754
3489,141773
69030,69030
134566,134566
134566,141791
134566,142163
134569,134569
69034,69034
69034,141817
134573,61525
134573,134573
36270,36270
36270,76824
101807,101807
134575,134575
36273,36273
36273,107170
134578,86479
134578,134578
134579,134579
69044,69044
134582,134582
69047,69047
36280,36280
134586,134586
3514,3514
101820,101820
69053,69053
69053,141740
3523,3523
3523,141754
101828,101828
3525,3525
3525,141932
101830,101830
101833,101833
69067,69067
134604,134604
134606,134606
36303,36303
36303,142311
101839,101839
134610,60032
134610,134610
101843,101843
69076,17702
69076,69076
69078,69078
69078,141739
134616,134616
69081,69081
69082,69082
69082,141777
3546,3546
3546,8115
3546,122158
3546,141754
3546,141764
3546,141768
3546,141773
3546,141844
3546,141896
3546,141949
3546,142181
134620,134620
101853,51601
101853,101853
69086,69086
36319,36319
36319,60032
36316,36316
36321,36321
101852,101852
101860,86479
101860,101860
101861,17702
101861,24556
101861,42931
101861,61525
101861,87616
101861,101861
101861,107170
3562,3562
69099,69099
69099,141907
134636,134636
36333,17702
36333,36333
101866,101866
101866,142163
3568,3568
3568,23110
3568,122158
3568,141739
3568,141754
3568,141764
3568,141773
3568,141791
3568,141817
3568,141848
3568,141868
3568,141874
3568,141932
3568,141935
3568,141936
3568,141956
3568,141959
3568,142022
3568,142049
3568,142163
3568,142171
3568,142186
3568,142203
3568,142286
3568,142355
3568,142590
3568,142624
3568,142678
3568,142718
3568,142736
69105,69105
101874,101874
101874,141949
3571,3571
3571,13586
3571,97626
3571,141770
3571,141773
3571,141817
3571,141848
3571,142287
101876,17702
101876,86479
101876,101876
36341,36341
36341,107170
36341,141764
101878,101878
134647,87616
134647,134647
134645,134645
69111,69111
134648,134648
36347,36347
69114,69114
69108,51601
69108,69108
101883,101883
134655,42931
134655,134655
101884,101884
101884,141907
36350,36350
36350,142049
69124,69124
69124,107170
134661,76824
134661,134661
101894,76824
101894,101894
134663,86479
134663,134663
134666,134666
36363,36363
36363,60032
134668,134668
3597,3597
3597,77026
3597,141764
69131,69131
36367,36367
36367,141817
69136,69136
69136,141868
101908,101908
36373,36373
36373,42931
36375,36375
36375,141764
36375,142109
69144,69144
36377,36377
36377,142202
69146,61525
69146,69146
134683,107170
134683,134683
101915,101915
69145,69145
69145,141907
3614,3614
3614,107170
3614,141764
3614,141944
3610,3610
3610,13586
3610,26569
3610,141754
3610,141770
3610,141773
3610,141817
3610,141841
3610,141844
3610,141896
3610,141907
3610,142181
3610,142435
3610,142727
134688,134688
36385,13586
36385,36385
36386,36386
36386,61525
101918,101918
69154,69154
101925,76380
101925,101925
101926,101926
36383,36383
3624,3624
3624,141754
3624,141868
36393,36393
101930,51601
101930,101930
134700,134700
36397,36397
36398,36398
101942,101942
101942,142163
101942,142496
3638,3638
3640,3640
3640,141936
3640,141949
134714,134714
134716,24556
134716,76824
134716,134716
69180,69180
69180,141868
69180,142392
101950,101950
101951,101951
69182,69182
69188,69188
36422,36422
36422,61525
134726,134726
3657,3657
3657,13586
3657,141773
69194,69194
134732,134732
3661,3661
3663,3663
3663,141754
3663,141773
3663,141817
3663,142149
69200,69200
69200,141874
101968,101968
36433,36433
134739,107170
134739,134739
36435,36435
101973,101973
101974,101974
101975,101975
101975,142109
3670,3670
3670,13586
3670,135478
3670,141740
3670,141754
3670,141773
3670,141841
3670,141844
3670,141907
3670,142003
3670,142264
3667,3667
69205,69205
69205,141868
101984,101984
3686,3686
3686,122158
3686,141754
3686,141764
3686,141817
3686,141841
3686,142159
69224,69224
101993,101993
101993,141817
3693,3693
3693,51601
3693,60032
101998,101998
134767,134767
3695,3695
69236,69236
3701,3701
134774,134774
102008,102008
69248,24556
69248,69248
134785,134785
36482,36482
36482,141900
36482,142366
36484,24556
36484,36484
36484,61525
36484,77026
36484,86479
134789,134789
134792,134792
36488,36488
102026,102026
102026,141949
3723,3723
3723,141754
3723,142186
36492,36492
36491,36491
3729,3729
3729,51601
102034,102034
134803,134803
134806,76824
134806,77026
134806,134806
3734,3734
36506,36506
134814,134814
3742,3742
134817,61525
134817,134817
102049,51601
102049,102049
102051,102051
36514,36514
36514,141844
3751,3751
102059,102059
102059,141896
36525,36525
36525,42931
36525,141791
36525,142192
102062,17702
102062,24556
102062,42931
102062,60032
102062,61525
102062,87616
102062,102062
102062,107170
3759,3759
3759,12590
3759,141740
3759,141754
3759,141764
3759,141770
3759,141773
3759,141777
3759,141791
3759,141848
3759,141935
3759,142109
3759,142159
3759,142210
3759,142282
3759,142286
3759,142399
3759,142590
102068,102068
69303,69303
69303,102804
69304,26569
69304,69304
69304,141746
69304,141764
69304,141896
69305,69305
69306,24556
69306,69306
69306,142002
69307,69307
36539,36539
134846,134846
134846,142237
3776,3776
3776,141817
3776,141844
3776,142022
3776,142214
3776,142366
3778,3778
3778,141754
3778,141764
3778,141773
69315,69315
3786,3786
3786,12590
3786,13586
3786,60032
3786,102804
3786,141740
3786,141764
3786,141768
3786,141773
3786,141791
3786,141817
3786,141841
3786,141848
3786,141863
3786,141896
3786,141932
3786,142003
3786,142022
3786,142096
3786,142149
3786,142159
3786,142192
3786,142203
3786,142333
3786,142366
3786,142524
3786,142786
3789,3789
102094,87616
102094,102094
69327,69327
36560,36560
3794,3794
3794,141764
3794,141817
3794,141896
3794,142030
3794,142624
3794,142718
134868,134868
36566,36566
36567,36567
36567,61525
36567,141764
36567,141932
102104,77026
102104,102104
3800,3800
102106,102106
102106,142496
134874,134874
3804,3804
134877,107170
134877,134877
102110,13586
102110,102110
36574,36574
36574,51601
36574,141956
3808,3808
3808,17702
3808,24556
3808,61525
3808,87616
36573,36573
36573,60032
69346,69346
69346,107170
102115,102115
36579,36579
36579,141739
3810,3810
3810,141754
3810,141773
3810,141868
3810,141935
3810,141949
3810,141956
3810,142109
3810,142163
3810,142214
69350,69350
134885,134885
3812,3812
3812,141764
69353,69353
3817,3817
36587,36587
102124,102124
134894,134894
69358,69358
102127,102127
102127,141868
36593,36593
36594,36594
36594,42931
36595,36595
36591,36591
36591,60032
102133,102133
3833,3833
3833,4590
3833,13586
3833,17702
3833,135478
3833,141754
3833,141764
3833,141768
3833,141773
3833,141817
3833,141844
3834,3834
3834,17702
36602,36602
36602,42931
36603,36603
134908,134908
102147,51601
102147,102147
3843,3843
3843,8833
3843,12590
3843,31212
3843,108850
3843,141739
3843,141764
3843,141848
3843,141868
3843,141900
3843,141932
3843,141949
3843,141959
3843,142002
3843,142075
3843,142109
3843,142120
3843,142149
3843,142186
3843,142192
3843,142506
134917,134917
134919,134919
3849,3849
3849,60032
3849,142163
3854,3854
102159,102159
3856,3856
3856,141848
134926,134926
102161,102161
36627,36627
69396,69396
69396,141896
134931,134931
102164,102164
36633,36633
36633,86479
36636,36636
36636,142002
36636,142105
134941,134941
69404,69404
69404,141817
69404,141983
134947,134947
134948,134948
102181,102181
69413,27592
69413,69413
69411,69411
69411,141935
102185,24556
102185,102185
102185,141739
134956,134956
134956,142105
69421,69421
134961,134961
102194,77026
102194,102194
102194,141874
3891,3891
102198,102198
102203,102203
36668,36668
102204,51601
102204,102204
69440,69440
3905,3905
69442,61525
69442,69442
134979,134979
134983,134983
36679,36679
36679,141817
36679,142105
69449,69449
102219,102219
102219,135478
134989,134989
36687,36687
36687,141896
102226,102226
102226,141874
134995,17702
134995,134995
69458,69458
36693,36693
134994,134994
69464,69464
36698,36698
36698,142354
3931,3931
3931,8115
3931,13586
3931,21178
3931,107170
3931,108850
3931,135478
3931,141740
3931,141770
3931,141791
3931,141817
3931,141841
3931,141848
3931,141896
3931,141932
3931,141944
3931,142002
3931,142095
3931,142105
3931,142159
3931,142181
3931,142214
3931,142291
3931,142304
3931,142329
3931,142666
3931,142736
135005,24556
135005,87616
135005,135005
102238,102238
102240,102240
36705,36705
36706,36706
36706,61525
36708,36708
102245,51601
102245,102245
36714,36714
102251,102251
