duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,difficulty,is_attack
0,tcp,http,SF,221,1968,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,43,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,137,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,auth,SF,10,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,188,4,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,1030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,140,12,0.09,0.04,0.09,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,221,5549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,14,0.0,0.0,0.0,0.0,1.0,0.0,0.21,30,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,206,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,http,SF,339,1164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,36,0.14,0.06,0.14,0.0,0.75,0.0,0.0,0.0,normal,14,0
0,tcp,http,SF,196,2790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7,255,1.0,0.0,0.14,0.04,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,242,2102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,36,255,1.0,0.0,0.03,0.05,0.0,0.01,0.0,0.0,normal,21,0
0,tcp,http,SF,312,6107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,3,255,1.0,0.0,0.33,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0.0,0.0,0.0,0.0,0.22,0.33,0.0,255,5,0.02,0.01,0.09,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,udp,domain_u,SF,45,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,19,0
0,tcp,http,SF,295,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,139,139,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,141,0.55,0.02,0.55,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,249,423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,10,255,1.0,0.0,0.1,0.04,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,26408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,109,0.65,0.13,0.65,0.03,0.0,0.01,0.0,0.0,normal,21,0
0,tcp,http,SF,216,25078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,41,0.0,0.0,0.0,0.0,1.0,0.0,0.05,9,254,1.0,0.0,0.11,0.07,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,221,1912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,191,255,1.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,normal,21,0
0,tcp,other,SF,5558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,1,0.07,0.0,0.0,0.0,0.07,0.29,0.0,127,1,0.01,0.06,0.16,0.0,0.03,0.0,0.0,0.0,normal,18,0
0,tcp,ftp_data,SF,16115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18,18,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,20,0
1,tcp,smtp,SF,729,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,231,0.9,0.1,0.03,0.02,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,smtp,SF,3019,387,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,37,0.15,0.73,0.0,0.0,0.71,0.0,0.0,0.0,normal,20,0
0,udp,other,SF,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,17,0
0,tcp,smtp,SF,1723,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16,12,0.75,0.12,0.06,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,158,1.0,0.0,0.33,0.13,0.0,0.0,1.0,1.0,normal,21,0
0,tcp,http,SF,277,1313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,207,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,320,2367,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.2,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
31,tcp,ftp,SF,1505,4152,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,43,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal,19,0
1,tcp,smtp,SF,1483,363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24,126,1.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,253,939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,317,1448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,233,2470,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,36,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,0.6,7,193,1.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,188,2453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,16,0.0,0.0,0.0,0.0,1.0,0.0,0.19,9,255,1.0,0.0,0.11,0.03,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,220,12250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,255,1.0,0.0,0.17,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,smtp,SF,128,239,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106,78,0.23,0.67,0.01,0.03,0.0,0.0,0.62,0.0,normal,20,0
0,tcp,smtp,SF,2074,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,132,165,0.54,0.05,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,290,762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,13,0.0,0.0,0.0,0.0,1.0,0.0,0.23,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,smtp,SF,3035,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,154,175,0.54,0.03,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,277,1224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,255,1.0,0.0,1.0,0.04,0.0,0.01,0.0,0.0,normal,21,0
0,tcp,http,SF,304,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.17,1.0,0.0,0.33,255,248,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,748,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118,45,0.11,0.03,0.11,0.04,0.01,0.02,0.0,0.0,normal,21,0
0,udp,domain_u,SF,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,151,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,325,403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,22,0.0,0.0,0.0,0.0,1.0,0.0,0.14,55,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,normal,21,0
101,tcp,http,SF,305,4254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,15,0.43,0.09,0.43,0.13,0.0,0.0,0.0,0.0,normal,20,0
0,udp,other,SF,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,1,0.0,0.46,0.81,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,492,9020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,23,0.0,0.04,0.0,0.0,1.0,0.0,0.17,2,255,1.0,0.0,0.5,0.04,0.0,0.01,0.0,0.0,normal,21,0
57,tcp,telnet,SF,136,16044,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192,1,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,323,903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,44,255,1.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,normal,21,0
4229,udp,other,SF,145,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,2,0.01,0.53,0.9,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,501760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,79,0.43,0.29,0.43,0.03,0.0,0.0,0.0,0.0,normal,20,0
0,udp,domain_u,SF,45,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,142,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,226,0.89,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,ftp_data,SF,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,6,0.46,0.23,0.46,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,228,3276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,20,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,44,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6,161,1.0,0.0,0.17,0.16,0.0,0.0,1.0,0.98,normal,21,0
0,udp,domain_u,SF,46,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,131,0.0,0.0,0.0,0.0,1.0,0.0,0.02,255,230,0.9,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,smtp,SF,887,278,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,81,58,0.63,0.07,0.01,0.03,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,316,1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,0.0,0.0,0.0,0.0,1.0,0.0,0.08,77,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,8,0.57,0.21,0.57,0.0,0.07,0.12,0.0,0.0,normal,18,0
22,tcp,ftp,SF,230,769,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,77,15,0.19,0.04,0.01,0.0,0.05,0.13,0.01,0.0,normal,17,0
0,tcp,http,SF,362,242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,9,0.0,0.0,0.0,0.0,1.0,0.0,0.33,236,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,smtp,SF,992,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,146,170,0.68,0.03,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,111,0.44,0.02,0.44,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,udp,domain_u,SF,43,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55,24,0.44,0.04,0.02,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,189,65,0.34,0.03,0.34,0.0,0.01,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,220,1643,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,25,0.0,0.04,0.0,0.0,1.0,0.0,0.08,25,255,1.0,0.0,0.04,0.04,0.0,0.01,0.0,0.0,normal,21,0
0,tcp,http,SF,236,2265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,normal,21,0
0,tcp,smtp,SF,1055,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,150,165,0.7,0.03,0.01,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,321,7886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,35,0.0,0.0,0.0,0.0,1.0,0.0,0.06,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9,170,1.0,0.0,0.11,0.21,0.0,0.0,1.0,0.99,normal,21,0
0,tcp,http,SF,184,15646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,233,3437,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,udp,other,SF,516,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,129,129,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,227,654,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,39,0.0,0.0,0.0,0.0,1.0,0.0,0.1,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,10073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,18,0.0,0.0,0.0,0.0,0.95,0.11,0.0,255,32,0.13,0.03,0.13,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,smtp,SF,1062,331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,207,150,0.55,0.05,0.0,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,194,598,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,11,0.0,0.0,0.0,0.0,1.0,0.0,0.18,6,255,1.0,0.0,0.17,0.05,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,S1,343,21900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.02,0.5,0.01,0.0,0.0,normal,18,0
0,tcp,http,SF,307,633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,44,0.0,0.0,0.0,0.0,1.0,0.0,0.16,97,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,216,1144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,3,255,1.0,0.0,0.33,0.02,0.0,0.01,0.0,0.0,normal,21,0
0,tcp,smtp,SF,645,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,159,0.88,0.17,0.04,0.01,0.0,0.0,0.0,0.0,normal,21,0
19,tcp,smtp,SF,1264,411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,198,166,0.57,0.02,0.01,0.01,0.01,0.0,0.0,0.0,normal,21,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,1.0,0.5,1.0,0.0,1.0,3,255,1.0,0.0,0.33,0.11,0.0,0.0,1.0,0.78,normal,21,0
0,tcp,http,SF,181,5830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,35,0.38,0.04,0.38,0.0,0.0,0.0,0.0,0.0,normal,20,0
22,udp,domain_u,SF,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,255,255,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,210,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,http,SF,267,3403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.04,0.0,0.01,0.0,0.0,normal,21,0
0,icmp,eco_i,SF,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37,90,0.97,0.05,0.97,0.31,0.0,0.0,0.0,0.0,normal,17,0
0,tcp,http,SF,203,454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,25,0.0,0.0,0.0,0.04,1.0,0.0,0.08,13,255,1.0,0.0,0.08,0.05,0.0,0.0,0.0,0.01,normal,21,0
0,udp,domain_u,SF,45,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,177,0.0,0.0,0.0,0.0,0.99,0.01,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,http,SF,284,941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,23,0.0,0.0,0.0,0.0,1.0,0.0,0.09,106,106,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,214,3505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,41,255,1.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,other,SF,10272,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,1,0.09,0.0,0.0,0.0,0.09,0.45,0.0,59,1,0.02,0.15,0.69,0.0,0.02,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,285,9998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,SF,318,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,17,0.0,0.0,0.0,0.12,1.0,0.0,0.18,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.02,0.02,normal,21,0
0,tcp,http,SF,215,12798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107,255,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal,21,0
3,tcp,smtp,SF,1769,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,218,142,0.53,0.02,0.0,0.01,0.0,0.01,0.0,0.0,normal,21,0
0,udp,domain_u,SF,46,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,141,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,228,0.89,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal,18,0
0,tcp,http,SF,193,2969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24,255,1.0,0.0,0.04,0.03,0.0,0.0,0.0,0.0,normal,21,0
0,udp,domain_u,SF,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,154,0.0,0.0,0.0,0.0,1.0,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,20,0
0,tcp,http,SF,285,619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26,255,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,http,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,14,247,1.0,0.0,0.07,0.13,0.0,0.0,1.0,0.68,normal,21,0
0,tcp,smtp,SF,2201,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,114,101,0.4,0.05,0.01,0.02,0.01,0.01,0.01,0.0,normal,20,0
0,udp,domain_u,SF,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0.0,0.0,0.0,0.0,1.0,0.0,0.4,255,235,0.92,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal,21,0
0,tcp,ftp_data,SF,5929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,86,121,0.57,0.03,0.57,0.02,0.0,0.0,0.0,0.0,normal,21,0
